No,íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,ñÓî¬ÇÃëSí∑,ç™ì¸ÇÍê[Ç≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,à¯í£çﬁà íu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,ï†ãNÇµî‘çÜ,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,íÁäOë§êÖà _ínêkéû,íÁì‡ë§êÖà _ínêkéû, êkìx
22641,20,5.8,3.3,5.7,2.4,3.2,1.1,0,0.8,1.3,14, _Clay,29,37,55,189400,20, _Clay,39,45,6,3, _SY295,40,1,1,3,1.9,0,2.5,0,0.1
22659,24,2.6,6.7,13.9,7.2,6.6,1.8,0,1.6,5.6,19, _Clay,30,19,209,25900,20, _Sandy,35,33,186,5, _SY390,70,0,1,9,6.5,0,3,0,0.5
22671,27,5.2,2.9,11.7,8.8,2.8,0,0.6,0.8,1.6,15, _Clay,7,20,180,42700,17, _Clay,38,44,185,5, _SY295,80,1,1,10,0.6,0,2.3,0.1,0.5
22674,13,7.5,7.2,11.2,4,7.1,3.4,0,1.6,5.6,15, _Clay,32,45,170,181000,16, _Clay,39,27,248,4, _SY295,74,1,1,10,3.5,0,7.1,0,0.5
22675,24,4.7,6,10.3,4.3,5.9,0.5,0,0.8,2.9,19, _Sandy,17,14,5,160900,13, _Clay,46,39,8,4, _SY390,70,1,0,3,2.9,0,5.8,0,0.2
22678,10,13.6,9,10.2,1.2,8.9,2.6,0,0.8,8.1,20, _Sandy,47,11,15,60700,19, _Clay,20,12,128,3, _SY295,78,1,0,7,8.4,0,5.7,0,0.3
22684,17,10.3,10,13,3,9.9,0,3.2,1.6,8.4,20, _Sandy,4,5,228,138700,14, _Sandy,12,40,186,5, _SY295,56,0,0,10,5.6,1.1,5.8,1.7,0.3
22702,29,9.6,8,8.5,0.5,7.9,0,0.9,0.8,2.6,13, _Sandy,26,14,160,54400,15, _Sandy,31,14,67,5, _SY390,51,0,0,6,2.6,0.3,1.5,0.3,0.2
22705,18,6.6,8.4,11.7,3.3,8.3,0,2.3,0.8,5.4,18, _Sandy,15,25,208,93400,20, _Clay,16,24,189,4, _SY390,75,1,1,9,4.5,0.1,3.3,0,0.5
22712,18,13.8,9.1,18.1,9,9,0.2,0,1.6,1.5,19, _Sandy,45,2,4,171200,12, _Sandy,39,44,131,5, _SY295,58,1,0,6,5.6,0,3.3,0,0.5
22721,10,6.2,4.9,12.7,7.8,4.8,0,2.1,0.8,3.4,19, _Clay,32,38,227,149000,13, _Clay,5,45,9,3, _SY295,43,0,0,4,3.6,1.1,4.2,0.1,0.2
22729,26,11.9,9.8,10.3,0.5,9.7,4.3,0,1.6,8.1,17, _Sandy,6,43,197,146900,12, _Sandy,46,25,12,5, _SY390,38,0,0,2,8.9,0,7,0,0.2
22733,30,14,5,6.7,1.7,4.9,0,0,0.8,4.6,11, _Clay,45,8,139,66200,12, _Clay,23,29,250,5, _SY295,89,0,1,1,2.4,0,2.1,0,0.4
22736,16,9.8,8.1,16.4,8.3,8,0,0.9,1.6,4.1,12, _Clay,24,5,149,165000,18, _Clay,49,1,70,4, _SY390,31,1,1,5,7.7,0.1,7.7,0.2,0.4
22769,14,7.2,6.9,13.7,6.8,6.8,0,1.1,1.6,3.9,14, _Clay,7,10,273,56400,19, _Clay,23,1,133,4, _SY295,73,0,0,7,1.5,0,5.7,1,0.4
22771,30,5.8,3,6.4,3.4,2.9,0,0.6,0.8,1,12, _Sandy,2,38,147,175400,17, _Sandy,42,6,193,5, _SY295,85,1,1,9,0.9,0.2,1.4,0.4,0.3
22776,14,1.3,7.6,10.5,2.9,7.5,0,3.7,0.8,4.2,14, _Clay,37,32,69,134300,20, _Sandy,46,21,75,5, _SY390,55,0,1,4,4.9,1.2,7.5,0.8,0.5
22791,16,3.6,5.3,12.3,7,5.2,0,0.6,1.6,1.7,12, _Clay,18,31,252,11100,15, _Sandy,27,29,135,3, _SY390,27,0,1,6,0.9,0.4,3.3,0.2,0.5
22805,27,8.7,4.2,5.5,1.3,4.1,0,0.9,0.8,2.6,17, _Sandy,16,15,0,107100,12, _Sandy,2,26,136,3, _SY295,68,0,1,6,2.3,0.8,1.6,0.7,0.4
22817,10,4.9,8.2,16.4,8.2,8.1,0,1.5,0.8,4.2,11, _Clay,34,3,39,104300,14, _Clay,2,5,17,4, _SY390,35,0,1,2,3.6,1.1,3.7,0.7,0.2
22820,17,13.8,3.1,8.3,5.2,3,0,0.9,1.6,2.5,12, _Clay,13,45,48,4100,20, _Clay,27,22,137,3, _SY295,44,1,0,6,2.6,0.1,2.7,0.1,0.3
22827,27,11.7,9.5,12.8,3.3,9.4,0,0.6,1.6,5.8,16, _Sandy,31,7,0,22200,15, _Sandy,30,43,196,5, _SY295,37,0,1,9,8.5,0,3.4,0.1,0.5
22838,17,2.8,2.4,4.7,2.3,2.3,0,0.1,1.6,1.2,12, _Sandy,50,40,144,139000,13, _Sandy,39,28,259,5, _SY295,43,1,1,9,0.7,0,1.4,0,0.4
22845,20,4.7,7.3,13.3,6,7.2,0,2.4,1.6,3.6,17, _Sandy,44,3,299,117500,11, _Clay,46,30,259,4, _SY390,56,0,1,9,5.4,0.3,5.4,0.7,0.3
22854,28,8.7,7.3,8.7,1.4,7.2,0.5,0,1.6,2.2,15, _Sandy,26,22,96,15200,20, _Clay,30,36,198,5, _SY390,54,1,0,9,4.5,0,4.4,0,0.3
22864,17,6.4,7.1,9.2,2.1,7,2.4,0,1.6,4.5,11, _Sandy,49,26,260,92500,14, _Sandy,12,10,18,5, _SY295,75,0,1,3,4.3,0,3,0,0.2
22880,28,11.4,6.1,12.1,6,6,2.5,0,0.8,5.1,16, _Clay,47,11,8,188500,11, _Clay,37,6,19,5, _SY390,50,1,1,3,5.2,0,5.2,0,0.5
22886,20,9.5,5.2,12.9,7.7,5.1,0,0.4,1.6,2.3,18, _Clay,0,33,7,27600,15, _Clay,13,7,203,3, _SY295,52,0,1,7,1.6,0.3,2.9,0.2,0.2
22898,25,5.7,9.2,14.2,5,9.1,0,0.5,0.8,2.8,11, _Sandy,19,20,45,24800,17, _Clay,13,31,83,5, _SY295,85,1,1,3,1.7,0.3,6,0,0.5
22904,16,10.3,7.2,15.7,8.5,7.1,0,2.1,1.6,3.1,13, _Sandy,28,14,64,23400,18, _Clay,13,21,24,5, _SY295,36,0,0,10,2.5,1,5.6,1.1,0.1
22911,23,7,8.1,8.8,0.7,8,1.7,0,0.8,2.3,13, _Sandy,36,8,278,101500,13, _Sandy,5,4,81,4, _SY390,79,1,0,4,5.1,0,5.4,0,0.2
22918,23,1,8.8,15.2,6.4,8.7,0,2.9,1.6,6.7,14, _Clay,15,30,74,179300,15, _Clay,27,24,24,5, _SY295,61,1,1,1,7.5,1.6,7.4,2.6,0.3
22919,21,7.4,9.1,10.2,1.1,9,3.3,0,0.8,6,16, _Sandy,24,44,6,198900,20, _Sandy,30,11,142,3, _SY390,38,1,1,6,8.8,0,4.2,0,0.4
22947,14,8.4,5.5,10.3,4.8,5.4,2.3,0,1.6,2.8,16, _Sandy,45,13,5,152100,17, _Clay,34,29,85,3, _SY295,75,1,1,3,5.1,0,2.3,0,0.2
22978,29,10.3,7.8,11.7,3.9,7.7,3.4,0,0.8,4.4,16, _Sandy,43,24,207,84700,14, _Clay,5,14,266,3, _SY390,80,1,0,10,7,0,4.3,0,0.4
22983,13,5.9,4.3,7.7,3.4,4.2,1.1,0,1.6,1.7,19, _Clay,27,18,129,43500,18, _Clay,9,29,147,3, _SY390,50,0,0,5,1.1,0,3.8,0,0.1
22986,10,12,6.1,6.7,0.6,6,0.5,0,0.8,3,13, _Sandy,42,28,275,122200,11, _Sandy,41,13,27,5, _SY295,55,0,1,1,5.5,0,2.5,0,0.4
23003,22,11.4,4.2,11.8,7.6,4.1,0,0,0.8,3.5,16, _Sandy,13,38,206,37900,11, _Sandy,9,32,209,5, _SY295,51,1,0,7,3.3,0,0.3,0,0.2
23004,20,4.6,4.5,6.8,2.3,4.4,1,0,0.8,3.2,18, _Clay,22,7,139,57500,16, _Clay,12,19,27,4, _SY390,27,1,0,2,4.3,0,2.6,0,0.4
23037,27,10.5,5.4,12.3,6.9,5.3,0,2,1.6,4.5,19, _Clay,47,18,244,149300,16, _Sandy,37,29,149,3, _SY295,53,0,1,6,2.4,1.3,2.9,1.2,0.2
23043,15,7.3,7.2,9.9,2.7,7.1,3.2,0,1.6,5.4,16, _Sandy,41,26,204,48300,20, _Clay,1,36,32,3, _SY295,39,1,1,10,7,0,5,0,0.1
23049,26,5.2,5.5,6.4,0.9,5.4,0.6,0,1.6,2.1,20, _Clay,9,33,156,66500,16, _Sandy,5,13,90,5, _SY390,32,1,1,3,0.9,0,5.1,0,0.4
23052,29,6.3,4.3,13.7,9.4,4.2,0.9,0,0.8,2.9,16, _Clay,24,44,107,65700,14, _Clay,45,3,153,4, _SY295,75,1,0,4,2.4,0,2.9,0,0.2
23057,24,5.7,6.5,7.8,1.3,6.4,0,1.9,0.8,4.9,13, _Clay,48,24,185,163900,12, _Clay,30,20,151,5, _SY390,57,1,0,5,4.1,0.2,4.1,0.2,0.1
23060,10,1.4,9.5,17.3,7.8,9.4,0,3.9,1.6,4.9,14, _Sandy,27,21,195,63700,18, _Clay,5,37,271,3, _SY390,65,1,1,9,9.2,2.2,4,3.2,0.2
23062,22,5.2,9.5,15.9,6.4,9.4,4.4,0,0.8,7.6,17, _Clay,7,18,10,83000,18, _Clay,38,15,274,4, _SY295,46,0,1,7,9,0,8,0,0.3
23067,10,8.6,2.1,6,3.9,2,0.8,0,0.8,1.6,14, _Clay,6,43,291,141500,19, _Sandy,27,12,213,5, _SY295,47,1,0,6,1,0,1,0,0.2
23072,26,8,4.2,9.7,5.5,4.1,0,1.7,0.8,3.5,11, _Sandy,29,23,69,40700,17, _Sandy,12,28,211,5, _SY390,28,1,0,7,2.3,0.8,1.9,0.6,0.1
23074,17,11.7,4.2,8.2,4,4.1,1.9,0,1.6,2.7,14, _Clay,9,20,184,60100,18, _Sandy,45,6,214,3, _SY390,76,0,0,5,2.3,0,3.7,0,0.3
23083,14,5.4,5.5,14.2,8.7,5.4,0,2.4,1.6,3.9,19, _Sandy,7,24,145,177000,19, _Clay,23,45,93,4, _SY295,77,0,0,3,4.8,1.2,4.8,2.3,0.1
23104,24,4.5,5.1,13.8,8.7,5,1.7,0,1.6,3.2,14, _Clay,34,31,289,151900,18, _Sandy,20,16,36,3, _SY390,35,1,0,9,3,0,3.7,0,0.1
23105,15,1.8,3.9,12.9,9,3.8,1.7,0,0.8,2.3,18, _Sandy,18,45,125,131700,15, _Sandy,27,29,96,3, _SY295,31,1,1,2,3.4,0,2.9,0,0.3
23110,24,5.2,4.6,11.1,6.5,4.5,0,0.4,0.8,1.9,15, _Sandy,17,25,105,190200,16, _Sandy,16,25,35,4, _SY295,32,0,0,10,0.7,0.3,0.6,0.3,0.2
23116,19,11.1,7.9,14.2,6.3,7.8,2.6,0,0.8,3.4,11, _Clay,37,32,163,128900,17, _Clay,27,8,277,5, _SY295,64,1,1,7,6.1,0,6.2,0,0.1
23125,22,12.8,6.2,9.2,3,6.1,3,0,1.6,4.1,18, _Clay,35,37,230,166400,14, _Sandy,13,7,38,4, _SY390,39,0,1,9,5.3,0,5.6,0,0.5
23165,17,3.3,6.9,15.3,8.4,6.8,0,3.2,0.8,5.5,15, _Clay,32,8,200,136500,18, _Sandy,20,36,280,4, _SY390,85,0,1,7,5.9,0,3.8,1.1,0.2
23178,11,3.1,10,10.7,0.7,9.9,0,0.1,0.8,1.6,14, _Clay,44,23,6,133100,12, _Sandy,30,14,39,4, _SY295,26,0,0,10,2,0,6.7,0,0.3
23200,20,8.5,9.9,14.8,4.9,9.8,0,4.5,1.6,8.9,12, _Clay,30,44,83,127500,15, _Clay,30,18,100,4, _SY390,26,1,0,2,9.6,2.6,9.2,4.4,0.4
23214,15,2,4.6,7.2,2.6,4.5,0,2.1,0.8,3.3,19, _Clay,32,45,257,104500,15, _Clay,37,9,41,3, _SY390,55,1,0,10,2.7,1,4.5,1,0.4
23236,18,5.1,2.7,10.8,8.1,2.6,0,1,0.8,1.7,15, _Sandy,34,7,3,39600,16, _Clay,38,6,225,4, _SY390,32,1,0,4,1.1,0.1,1.6,0.2,0.4
23241,17,5.8,2.2,8.2,6,2.1,0,0.2,1.6,0.9,16, _Sandy,17,45,120,78000,14, _Clay,34,15,224,5, _SY295,29,0,0,5,1.7,0.1,1.8,0,0.5
23244,28,2.8,2.5,11.3,8.8,2.4,0,0.7,0.8,1.7,11, _Sandy,7,11,168,116900,20, _Sandy,20,25,46,4, _SY295,54,1,1,8,2.3,0.4,2.3,0,0.3
23253,28,10.8,9.2,19,9.8,9.1,0,2.1,0.8,6.9,11, _Clay,15,30,167,174000,12, _Sandy,8,11,225,5, _SY295,71,1,1,5,3.1,0.5,5.4,1.7,0.4
23265,19,3,6.6,8.2,1.6,6.5,0.6,0,0.8,3.8,13, _Clay,7,18,3,11900,11, _Sandy,4,10,165,4, _SY390,85,0,0,4,5.3,0,6.5,0,0.1
23282,25,6.6,9.7,11.7,2,9.6,2.9,0,0.8,6.3,16, _Clay,50,30,225,27800,16, _Sandy,48,11,226,5, _SY295,72,1,0,5,4.2,0,4,0,0.4
23286,18,4.9,7.4,8.6,1.2,7.3,0,0.5,1.6,4.8,15, _Sandy,50,10,11,6900,12, _Sandy,45,14,48,4, _SY295,46,1,0,8,7.2,0.2,6.1,0,0.4
23289,19,5.8,5.3,11.4,6.1,5.2,2.3,0,1.6,2.6,14, _Sandy,28,7,215,185100,12, _Sandy,11,25,286,4, _SY390,81,1,1,8,5.1,0,2.8,0,0.4
23291,17,5.5,6.8,15.5,8.7,6.7,0.4,0,0.8,3.9,16, _Sandy,33,4,128,45200,20, _Sandy,41,23,47,5, _SY390,43,1,0,9,4.6,0,2.3,0,0.5
23322,28,13.3,4.4,11.9,7.5,4.3,0,0,0.8,1.8,12, _Sandy,0,23,88,115400,18, _Clay,22,35,169,3, _SY390,81,0,0,3,0.8,0,0.5,0,0.1
23341,19,12.7,2.5,7.4,4.9,2.4,1,0,0.8,2,15, _Sandy,22,32,19,31200,19, _Clay,41,8,51,3, _SY390,77,0,0,8,1.1,0,2.2,0,0.5
23346,27,3,3.2,5.6,2.4,3.1,1.1,0,0.8,2.8,12, _Clay,21,12,0,89700,20, _Sandy,30,5,290,3, _SY390,78,1,1,7,1.8,0,1.7,0,0.4
23350,30,4,2,3.3,1.3,1.9,0,0,1.6,0.6,19, _Clay,36,23,250,88900,18, _Clay,19,41,53,5, _SY390,55,1,1,7,1.4,0,1.9,0,0.2
23352,12,11.6,7.7,9.6,1.9,7.6,1.3,0,1.6,6.7,15, _Clay,5,6,222,48600,13, _Clay,34,20,172,3, _SY295,48,1,1,2,4.8,0,7.4,0,0.1
23363,22,3.6,6.6,12.4,5.8,6.5,1.7,0,0.8,2.8,20, _Sandy,2,35,270,144600,11, _Clay,8,17,173,4, _SY295,89,1,0,2,6.1,0,4.5,0,0.4
23386,13,3.6,4.2,5.2,1,4.1,0.9,0,0.8,2.6,14, _Sandy,7,39,17,98600,19, _Sandy,22,44,54,5, _SY390,82,0,0,8,2.5,0,3.4,0,0.4
23408,30,11.6,6.8,14.3,7.5,6.7,3.2,0,1.6,6.3,20, _Clay,13,42,171,172300,13, _Sandy,45,33,117,5, _SY295,48,0,0,9,5.2,0,3.5,0,0.4
23412,27,4.6,8.6,13.4,4.8,8.5,2.5,0,0.8,4,15, _Clay,28,8,16,51900,16, _Clay,26,18,297,5, _SY390,52,0,0,5,5.2,0,6.2,0,0.2
23415,12,13.5,3.5,5.2,1.7,3.4,0,0,1.6,2.2,16, _Clay,7,5,25,150700,12, _Clay,1,35,117,3, _SY295,61,1,1,9,3.1,0,0.4,0,0.2
23422,23,11.4,9.9,19.3,9.4,9.8,1.7,0,1.6,5.1,20, _Sandy,25,12,277,168900,18, _Sandy,4,11,176,5, _SY390,54,0,0,2,1.8,0,6.5,0,0.5
23431,12,2.5,2.8,11.2,8.4,2.7,0.8,0,1.6,1.4,15, _Sandy,44,45,121,86700,15, _Clay,12,41,239,3, _SY390,60,1,0,2,1.5,0,2.5,0,0.4
23470,17,2.3,3.4,9,5.6,3.3,0,1.1,1.6,1.5,19, _Sandy,11,19,276,37300,18, _Clay,36,2,178,4, _SY390,59,1,0,2,2,0.8,2.3,0.9,0.4
23482,20,11.4,9,14.5,5.5,8.9,0,4.1,0.8,6.3,15, _Sandy,34,3,226,93600,18, _Sandy,15,24,121,4, _SY295,54,1,1,9,4.2,0.6,7.7,1.2,0.4
23485,13,3.1,5.4,11.8,6.4,5.3,0,0.4,1.6,4.7,15, _Clay,38,45,33,33100,11, _Sandy,36,16,299,3, _SY390,43,1,1,6,1.6,0.2,3.8,0.3,0.4
23492,20,6.3,7.5,14,6.5,7.4,0,2.9,0.8,5.1,14, _Clay,42,22,226,150700,19, _Sandy,4,10,0,5, _SY295,72,1,1,6,4,2.1,4.2,0,0.4
23495,23,7.3,6.4,11.7,5.3,6.3,2.8,0,1.6,5.5,20, _Clay,6,33,177,149900,18, _Sandy,45,1,63,3, _SY390,49,0,0,6,5,0,6.2,0,0.3
23496,14,4.6,5.2,10.8,5.6,5.1,0.2,0,0.8,3.2,14, _Sandy,41,2,13,129700,15, _Clay,1,13,123,4, _SY295,45,1,0,8,0.3,0,4.8,0,0.5
23497,12,10.9,5.5,15.4,9.9,5.4,0,0.7,1.6,2.7,16, _Clay,0,16,245,149300,20, _Sandy,4,45,241,5, _SY390,88,1,0,4,1.6,0.4,2.3,0.2,0.1
23504,10,11.4,6.5,7.2,0.7,6.4,0,3.1,1.6,5.6,19, _Sandy,39,7,274,47700,17, _Sandy,29,7,1,5, _SY390,47,1,1,6,5.1,0,6.2,1.1,0.3
23527,14,2.3,2.5,4.1,1.6,2.4,0,0,1.6,0.5,14, _Sandy,19,10,225,161100,18, _Clay,48,15,123,5, _SY295,59,0,1,9,1,0,1.6,0,0.3
23552,25,2.3,8.1,14.6,6.5,8,0,0.3,1.6,4.4,18, _Sandy,24,13,272,115100,17, _Clay,11,42,4,4, _SY390,52,1,1,6,0.4,0.2,6.9,0.1,0.2
23554,20,13.9,4.2,7.3,3.1,4.1,0,0.5,1.6,1.2,16, _Clay,19,41,146,35100,15, _Clay,29,2,65,5, _SY390,64,1,1,7,0.7,0,1.9,0.2,0.1
23561,23,2.7,9.1,16,6.9,9,0,3.5,1.6,8.4,11, _Clay,12,4,1,13500,13, _Sandy,36,4,64,3, _SY390,77,1,1,7,5.9,0.5,5.9,2.1,0.4
23564,30,11.6,4,7.8,3.8,3.9,0,0,0.8,1.5,12, _Clay,42,1,11,112300,19, _Sandy,11,21,185,5, _SY295,85,0,1,1,3.6,0,3.8,0,0.5
23576,29,6.3,4.1,11.4,7.3,4,0,0.2,0.8,3.4,13, _Sandy,4,16,223,29500,18, _Sandy,29,6,126,4, _SY295,65,0,1,9,3.4,0.1,2.5,0.1,0.2
23594,22,13.2,7.9,13.3,5.4,7.8,0,3.4,0.8,7.4,13, _Clay,46,9,126,103900,14, _Clay,11,4,127,3, _SY295,53,0,1,9,5.8,0,4.6,1,0.4
23622,26,11.3,4.6,7,2.4,4.5,0,1.3,0.8,4.1,19, _Clay,5,34,172,96100,17, _Clay,1,32,191,5, _SY295,47,1,0,9,3.3,0.3,2,1,0.5
23643,17,11.5,8.7,13.4,4.7,8.6,3.1,0,1.6,7.3,11, _Sandy,5,40,7,190100,17, _Sandy,36,17,10,4, _SY390,78,0,1,5,5.8,0,4.6,0,0.3
23649,24,1.6,2.8,7.6,4.8,2.7,1,0,0.8,1.6,20, _Sandy,9,17,201,108700,16, _Clay,4,11,11,3, _SY295,41,1,1,4,1.8,0,2.5,0,0.3
23662,20,8.1,5.6,8,2.4,5.5,2.2,0,0.8,2.5,18, _Sandy,12,18,74,85700,16, _Clay,11,3,252,5, _SY390,71,1,0,3,4.8,0,5.5,0,0.3
23666,27,10.4,9.8,17,7.2,9.7,0,2.3,0.8,3.9,18, _Sandy,37,43,64,25100,14, _Sandy,12,31,15,4, _SY390,64,0,0,2,8.3,1.5,3.8,1,0.4
23671,10,12.5,5.1,13.5,8.4,5,2.1,0,1.6,3.4,11, _Clay,26,9,6,143400,15, _Clay,40,35,254,4, _SY390,49,0,1,2,3.4,0,2.4,0,0.1
23674,17,8.3,8.1,13.4,5.3,8,1.2,0,0.8,7.3,12, _Clay,5,6,16,43200,20, _Clay,15,7,74,3, _SY295,57,1,1,6,7.4,0,5.7,0,0.2
23691,24,13.6,9.5,12,2.5,9.4,0,0.7,1.6,1.9,12, _Clay,46,23,4,96700,12, _Sandy,44,8,197,4, _SY295,85,0,1,9,4.1,0.5,9.3,0.4,0.4
23693,27,8.1,7.1,10.2,3.1,7,1.5,0,1.6,5.5,18, _Clay,15,6,276,56400,17, _Sandy,8,33,16,3, _SY295,78,0,1,3,2.6,0,6.7,0,0.2
23696,25,7.9,8.7,14.4,5.7,8.6,0,2.4,1.6,4,20, _Sandy,20,3,188,115500,15, _Sandy,37,31,78,4, _SY295,40,0,0,4,8.2,1.3,2.7,0.4,0.3
23703,19,7,4.2,14,9.8,4.1,2,0,0.8,3.5,19, _Clay,49,25,178,73800,11, _Sandy,0,45,137,3, _SY390,49,0,0,7,3.5,0,2.1,0,0.3
23715,27,11.1,4.3,9.5,5.2,4.2,1.9,0,0.8,3.6,17, _Sandy,31,44,275,170500,20, _Clay,36,5,75,5, _SY390,47,1,1,6,3.5,0,1.9,0,0.4
23716,10,12.3,9.7,11.2,1.5,9.6,4.4,0,1.6,7.6,12, _Clay,41,13,14,110700,20, _Sandy,47,43,76,5, _SY295,62,1,1,6,6.1,0,7.5,0,0.1
23731,11,1.3,9,17.2,8.2,8.9,2.3,0,1.6,4.1,11, _Sandy,28,8,110,46600,13, _Sandy,8,5,199,4, _SY390,62,0,0,9,7.6,0,4.4,0,0.3
23736,28,7.2,4.3,12.3,8,4.2,0.8,0,1.6,1,18, _Sandy,47,16,167,184300,15, _Clay,19,32,140,5, _SY390,28,1,1,6,2.1,0,4,0,0.1
23749,21,7,7.4,17.3,9.9,7.3,2.9,0,1.6,5,17, _Clay,8,31,274,180900,19, _Sandy,29,10,198,5, _SY295,34,1,1,10,6.7,0,4.7,0,0.2
23768,16,7.6,2.7,6.3,3.6,2.6,0.8,0,1.6,2,15, _Clay,40,10,244,36800,20, _Clay,7,21,81,3, _SY295,46,1,1,5,1.5,0,2.1,0,0.3
23775,12,13.5,6.1,9.5,3.4,6,1.5,0,1.6,3.8,11, _Clay,9,18,1,174500,11, _Sandy,19,4,23,4, _SY295,78,1,0,2,6,0,2.8,0,0.2
23778,18,9.3,9.1,19,9.9,9,4.2,0,0.8,8.7,12, _Clay,39,15,11,74300,16, _Sandy,44,21,143,3, _SY390,87,1,1,6,6.4,0,8.2,0,0.2
23789,11,8.2,6.2,13.2,7,6.1,1.4,0,1.6,1.7,12, _Sandy,22,33,213,91700,11, _Sandy,37,33,264,3, _SY390,58,1,1,10,5.8,0,5.9,0,0.3
23794,27,7.6,8.4,16.9,8.5,8.3,2.3,0,1.6,3.1,19, _Clay,46,13,291,189900,18, _Sandy,22,4,262,4, _SY390,39,1,1,1,8.2,0,7.5,0,0.2
23797,26,7.4,9.9,11.3,1.4,9.8,3.8,0,0.8,7.3,11, _Clay,0,10,204,50000,17, _Sandy,0,2,23,5, _SY295,67,0,1,2,7.9,0,9.7,0,0.3
23815,26,9.5,9.2,17.3,8.1,9.1,1.8,0,0.8,3.5,11, _Sandy,37,5,0,184900,20, _Clay,11,8,145,5, _SY390,66,1,0,5,2.9,0,6.9,0,0.5
23818,11,5.3,4.1,9.2,5.1,4,1.6,0,1.6,3.1,12, _Sandy,16,2,9,84700,15, _Sandy,37,26,266,3, _SY390,75,1,0,9,3.1,0,2.1,0,0.1
23820,14,12.9,9.8,15.5,5.7,9.7,1.3,0,1.6,4,18, _Clay,36,30,280,44400,20, _Clay,0,5,85,5, _SY390,67,0,1,4,5.1,0,2.8,0,0.4
23829,12,13.3,2.7,8.8,6.1,2.6,0.7,0,0.8,1.9,11, _Clay,24,21,9,141800,17, _Clay,26,12,145,4, _SY390,26,0,0,6,2.4,0,2.2,0,0.2
23838,13,8.5,7.8,12.3,4.5,7.7,0,1.7,1.6,3.2,19, _Sandy,27,43,97,139700,20, _Clay,36,45,264,4, _SY390,81,0,1,1,3.9,0,2.9,0.4,0.1
23847,11,8.9,8.8,13.7,4.9,8.7,0,0.7,1.6,5.7,11, _Sandy,15,33,125,38100,16, _Clay,10,7,24,3, _SY390,40,0,0,3,7,0.2,7,0.2,0.3
23858,13,10.3,8.6,12.8,4.2,8.5,3.9,0,0.8,5.5,20, _Clay,19,35,105,134800,11, _Clay,26,5,147,5, _SY295,43,0,1,6,6.5,0,4,0,0.4
23878,21,2.7,8.5,16.9,8.4,8.4,1.7,0,1.6,2.3,18, _Sandy,4,10,181,129200,15, _Sandy,26,8,209,4, _SY390,43,0,1,7,3.9,0,3.3,0,0.5
23889,22,10.8,7.1,16.6,9.5,7,0,3.4,0.8,3.9,17, _Clay,12,29,181,186200,16, _Sandy,14,39,88,5, _SY390,61,0,1,4,5.4,2.3,6.3,0.4,0.5
23893,11,7.8,7.5,10.2,2.7,7.4,2.2,0,0.8,4.2,13, _Clay,1,40,229,26200,12, _Sandy,0,4,210,4, _SY390,85,1,0,7,5.8,0,6.8,0,0.3
23924,30,11,7.1,14.8,7.7,7,0,0,1.6,2.3,16, _Clay,10,20,170,97800,19, _Clay,33,26,91,4, _SY390,40,1,1,3,1.9,0,4.6,0,0.3
23927,15,6.7,2.1,6.7,4.6,2,0,0.2,1.6,1.4,17, _Clay,40,17,180,196600,15, _Clay,7,44,211,3, _SY295,48,0,1,7,1.6,0.1,0.5,0.1,0.4
23943,28,6.3,6.7,15.8,9.1,6.6,0,1.8,0.8,5.2,19, _Sandy,6,29,199,53300,17, _Clay,47,19,31,5, _SY390,82,0,0,2,6.2,0.7,5.6,1.2,0.1
23954,16,3.8,8,10.7,2.7,7.9,0,2.4,1.6,4.7,17, _Clay,35,31,275,189600,19, _Sandy,7,36,213,3, _SY295,65,1,0,7,4.9,0.9,4.8,0.8,0.1
23957,22,12.6,2.9,12.1,9.2,2.8,0,1.1,0.8,2.4,18, _Clay,14,28,285,89400,15, _Sandy,33,9,33,5, _SY390,74,1,1,1,2.7,0.9,2.8,0,0.2
23962,23,6.9,2.1,4.9,2.8,2,0,0.2,0.8,0.4,16, _Sandy,39,8,169,108200,18, _Sandy,26,31,214,5, _SY390,28,0,0,7,1,0.1,0.2,0.1,0.2
23981,26,3.5,7.1,7.6,0.5,7,0,3.1,0.8,4.2,13, _Clay,45,31,236,3800,16, _Clay,0,17,155,3, _SY295,86,0,0,5,6,2.4,6,0.6,0.2
23983,15,7.1,6.2,11.3,5.1,6.1,0.6,0,0.8,5.2,18, _Clay,39,14,4,3200,19, _Sandy,10,16,33,5, _SY295,59,1,1,2,2.3,0,1.2,0,0.5
