íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,à¯í£çﬁà íu,ï†ãNÇµî‘çÜ,ç™ì¸ÇÍê[Ç≥,à¿ëSó¶ÉGÉâÅ[îªíË
25,7.6,5.0,4.9,0.0,1.9,0.8,17,1,16,24,12,46500,15,0,28,41,174,2,0,42,1,1,2.5,1.8,3.9,3,6.300000000000001,0
20,6.2,9.2,9.1,0.0,4.5,0.8,15,0,10,6,186,165500,13,0,46,1,234,0,1,54,0,0,5.7,1.4,6.1,4,3.0,0
24,7.4,6.6,6.5,0.0,0.2,1.6,19,0,21,20,224,105600,13,1,7,39,235,1,0,70,0,0,6.0,0.1,1.4,4,8.9,0
15,4.7,5.4,5.3,0.0,0.4,0.8,13,1,5,34,60,85500,11,1,14,6,295,1,1,66,0,1,2.0,0.2,5.0,6,9.2,0
19,5.9,2.7,2.6,0.0,0.3,0.8,17,0,15,3,98,25600,11,0,25,44,296,2,0,82,0,0,2.6,0.2,2.0,5,5.499999999999999,0
23,7.2,8.1,8.0,3.5,0.0,1.6,11,0,26,17,137,164700,11,1,36,37,297,2,1,32,0,0,6.4,0.0,6.4,5,1.8000000000000007,0
13,4.4,6.9,6.8,0.4,0.0,0.8,15,1,10,31,272,144500,19,1,43,4,56,0,0,28,1,1,0.6,0.0,3.4,7,2.1,0
28,9.5,9.9,9.8,0.0,1.8,0.8,13,1,9,31,167,25000,13,1,35,43,174,0,0,55,1,1,6.3,0.0,5.3,3,0.5,0
29,3.0,3.0,2.9,0.4,0.0,0.8,12,0,5,14,146,64500,17,1,11,9,117,1,1,40,1,0,0.6,0.0,0.8,9,8.4,0
20,13.3,9.9,9.8,2.7,0.0,1.6,15,0,40,28,282,44300,14,0,18,21,177,2,0,37,0,1,6.4,0.0,9.2,1,8.700000000000001,0
10,10.6,8.7,8.6,0.0,3.0,0.8,19,1,24,42,117,24200,12,0,25,33,236,2,1,33,1,1,8.2,2.2,7.1,3,9.0,0
15,11.8,6.0,5.9,2.3,0.0,1.6,13,0,35,11,156,163300,12,1,36,26,237,0,0,49,0,1,4.4,0.0,4.4,3,5.300000000000001,0
13,5.1,6.3,6.2,0.0,2.6,1.6,15,1,44,25,89,182900,17,0,39,13,55,1,1,25,0,1,5.3,2.5,4.0,8,9.6,0
24,2.3,5.1,5.0,0.0,2.3,0.8,19,1,28,39,224,162700,15,0,46,25,115,1,0,88,1,0,2.7,0.2,2.9,0,9.9,0
15,12.7,4.0,3.9,0.0,0.0,1.6,12,0,13,8,60,142500,12,1,3,37,175,2,1,84,0,1,2.2,0.0,0.2,2,0.5999999999999996,0
19,14.0,9.4,9.3,0.0,0.4,0.8,16,1,23,22,98,82700,12,0,14,30,176,0,0,34,0,1,2.3,0.1,7.8,2,6.5,0
10,11.2,8.2,8.1,0.0,0.6,1.6,20,1,7,36,234,62500,20,1,21,42,235,0,1,30,1,1,5.3,0.3,5.5,4,6.800000000000001,0
21,8.5,7.0,6.9,0.0,0.8,0.8,13,0,43,5,69,42300,18,1,28,10,295,1,0,26,0,0,0.9,0.5,3.7,6,7.1,0
12,5.7,5.8,5.7,0.0,0.8,0.8,16,1,27,19,205,22200,15,0,35,22,54,2,1,88,0,1,3.0,0.6,2.3,9,7.399999999999999,0
13,12.2,7.0,6.9,0.2,0.0,0.8,16,1,23,2,184,61700,19,1,11,33,298,2,0,73,0,0,6.9,0.0,6.6,5,5.699999999999999,0
11,5.5,7.3,7.2,0.0,2.0,1.6,18,0,32,16,117,81300,13,0,14,20,116,0,1,50,1,0,2.8,0.7,5.9,0,10.0,0
15,6.8,4.6,4.5,0.0,1.4,0.8,13,0,43,30,156,21400,14,1,25,12,117,1,0,66,0,1,3.9,0.7,3.2,9,6.300000000000001,0
27,4.0,3.4,3.3,0.0,1.1,1.6,16,1,27,44,291,1200,11,0,32,25,176,1,1,62,1,0,1.5,0.7,2.0,1,6.6,0
17,1.3,2.2,2.1,0.0,0.8,0.8,19,0,11,13,127,180100,19,0,39,37,236,2,0,59,0,1,1.6,0.6,1.2,4,6.9,0
25,3.8,5.0,4.9,2.2,0.0,1.6,18,1,32,41,204,60300,19,0,11,22,238,0,1,90,1,1,4.8,0.0,4.5,3,9.2,0
16,1.1,3.8,3.7,0.0,0.1,0.8,11,1,16,10,39,40100,17,0,18,35,298,1,0,86,0,0,1.3,0.0,2.6,5,9.5,0
28,11.4,2.6,2.5,0.0,0.1,1.6,14,0,1,24,175,20000,15,1,25,2,57,1,1,83,1,0,1.9,0.0,1.3,7,9.8,0
18,8.7,9.5,9.4,0.0,1.0,0.8,18,1,36,38,10,198800,12,0,32,14,117,2,0,79,0,1,2.3,0.5,4.0,9,0.5,0
30,5.9,8.3,8.2,0.0,1.1,1.6,11,0,20,7,146,178700,20,0,39,26,176,0,1,75,1,0,5.1,0.7,2.4,2,0.7999999999999989,0
29,5.7,9.8,9.7,0.0,2.6,1.6,13,1,25,4,58,38800,18,1,18,24,238,1,0,37,1,1,4.6,0.6,7.2,3,3.299999999999999,0
23,10.8,4.7,4.6,0.0,1.1,1.6,11,0,24,4,253,118200,12,1,10,18,55,2,0,64,1,0,3.9,0.0,3.2,9,1.7000000000000002,0
23,4.2,6.0,5.9,0.7,0.0,1.6,11,0,20,32,232,157700,16,0,36,29,299,2,1,49,1,1,2.5,0.0,2.3,4,9.5,0
29,6.6,7.7,7.6,0.0,2.8,0.8,12,0,4,45,262,18000,18,1,35,36,175,1,1,72,0,0,4.0,1.4,3.3,3,8.2,0
24,5.1,3.9,3.8,0.0,1.7,0.8,20,1,49,28,136,136900,16,0,3,41,236,2,0,84,1,1,2.4,1.4,3.1,4,4.799999999999999,0
15,2.3,2.7,2.6,0.0,1.2,0.8,13,1,34,42,272,116800,13,1,10,8,296,0,1,80,0,1,2.3,1.1,1.9,7,5.2,0
15,8.9,3.9,3.8,0.2,0.0,0.8,12,0,29,25,251,156300,17,0,36,19,239,0,1,66,0,0,1.2,0.0,1.1,2,3.4,0
13,2.1,4.2,4.1,0.0,0.4,1.6,15,1,39,39,184,175900,12,1,39,6,57,1,0,42,0,0,2.1,0.2,0.7,8,7.7,0
25,12.5,3.0,2.9,0.0,0.4,0.8,18,0,23,8,20,155700,19,0,46,18,117,2,1,39,1,1,2.6,0.2,2.3,0,8.0,0
29,13.7,8.4,8.3,0.0,1.6,1.6,12,0,33,22,58,95800,19,0,7,11,118,2,1,54,0,1,5.0,1.3,6.1,9,4.299999999999999,0
12,1.9,5.7,5.6,0.0,1.3,0.8,17,0,44,36,97,36000,20,1,18,3,119,2,0,70,0,1,2.0,0.0,3.5,9,0.5999999999999996,0
24,12.2,4.5,4.4,0.0,1.2,1.6,20,1,28,5,232,15800,17,0,25,16,178,0,1,66,1,1,3.0,0.2,2.3,1,1.0,0
28,13.5,10.0,9.9,4.9,0.0,1.6,14,1,38,19,271,154900,18,1,36,8,179,1,0,82,1,1,6.0,0.0,5.8,0,6.899999999999999,0
19,10.8,8.8,8.7,0.0,3.2,0.8,18,0,23,33,106,134800,15,1,43,21,239,1,1,78,1,0,6.7,1.5,8.4,3,7.199999999999999,0
30,8.0,7.6,7.5,0.0,3.0,1.6,11,1,7,2,242,114600,13,0,50,33,299,2,0,75,0,1,3.1,1.8,6.4,5,7.5,0
13,9.3,4.9,4.8,0.0,2.1,0.8,15,1,17,16,280,54700,13,1,11,26,0,2,1,90,0,1,4.0,1.7,3.7,4,3.799999999999999,0
25,6.5,3.7,3.6,0.0,1.7,1.6,19,0,2,30,116,34600,11,1,18,38,59,0,0,87,1,0,1.9,1.6,2.5,7,4.1,0
23,12.9,4.0,3.9,0.0,0.0,0.8,11,1,11,44,49,54100,15,0,21,25,177,1,1,63,1,1,1.0,0.0,1.0,2,8.4,0
27,1.1,9.4,9.3,0.0,0.5,1.6,15,1,21,13,87,193200,16,1,32,17,178,2,1,79,0,1,8.7,0.0,1.3,1,4.699999999999999,0
18,11.4,8.2,8.1,0.0,0.7,1.6,19,0,6,27,223,173100,13,0,39,30,238,2,0,75,1,0,3.1,0.2,7.1,4,5.0,0
29,8.7,7.0,6.9,0.0,0.8,0.8,12,1,41,41,58,152900,11,0,46,42,297,0,1,72,0,1,5.3,0.3,5.0,6,5.300000000000001,0
20,5.9,5.8,5.7,0.0,0.9,1.6,15,0,26,10,194,132700,18,1,2,9,57,1,0,68,1,0,1.6,0.5,3.3,8,5.6000000000000005,0
11,9.7,5.9,5.8,0.0,1.7,0.8,18,1,5,7,9,152100,19,1,36,32,60,2,1,49,0,1,2.1,0.3,2.0,6,4.199999999999999,0
26,1.7,8.8,8.7,0.0,2.4,0.8,16,1,5,7,203,32500,14,1,28,26,177,0,1,76,0,1,6.3,0.0,8.4,2,2.6,0
17,12.1,7.6,7.5,0.0,2.4,1.6,19,0,40,21,39,12400,11,0,35,39,237,0,0,72,1,0,2.5,0.3,6.3,4,2.9000000000000004,0
21,13.3,5.0,4.9,0.0,1.7,1.6,14,1,50,35,77,151500,12,0,46,31,238,1,1,88,1,0,3.9,0.5,3.6,4,8.8,0
23,7.8,2.6,2.5,0.0,1.0,1.6,20,0,19,18,48,111200,17,0,10,11,57,2,1,81,0,1,1.7,0.5,1.4,8,9.4,0
28,9.1,8.0,7.9,0.0,3.8,0.8,15,0,29,32,87,51300,17,1,21,4,58,0,1,31,0,1,4.4,2.9,4.3,8,5.699999999999999,0
18,6.3,6.8,6.7,0.0,0.1,1.6,18,1,14,1,222,31100,15,1,28,16,118,0,0,27,1,0,3.8,0.0,5.9,0,6.000000000000001,0
22,7.6,4.1,4.0,0.0,0.2,0.8,12,1,24,15,261,170300,15,0,39,9,119,1,1,43,1,0,1.0,0.0,2.9,9,2.4000000000000004,0
30,10.1,6.8,6.7,0.0,1.0,0.8,11,0,45,43,38,50500,16,1,11,39,121,1,1,74,0,0,4.0,0.5,3.4,8,4.6000000000000005,0
12,4.6,4.4,4.3,0.0,1.0,1.6,18,0,13,26,9,10200,11,1,25,19,240,0,0,67,0,1,2.1,0.7,1.3,3,5.199999999999999,0
23,1.9,3.2,3.1,0.0,0.8,0.8,11,0,49,39,144,189000,18,0,32,31,299,1,1,63,0,0,2.5,0.7,2.6,5,5.499999999999999,0
27,3.1,8.7,8.6,0.0,2.6,1.6,15,1,8,8,183,129200,19,0,43,24,0,1,0,79,0,0,5.0,0.2,6.7,5,1.8000000000000007,0
18,13.5,7.5,7.4,0.0,2.5,0.8,18,1,43,22,18,109000,16,1,50,36,60,2,1,75,1,1,6.5,0.5,5.0,7,2.1,0
22,1.7,4.8,4.7,0.0,1.8,1.6,13,0,3,36,57,49100,17,0,11,29,61,2,0,25,1,1,3.1,0.7,2.8,6,8.100000000000001,0
13,12.0,3.6,3.5,0.0,1.5,0.8,16,0,38,5,192,29000,14,0,18,41,121,0,1,87,1,0,3.3,0.8,1.9,8,8.4,0
24,9.3,2.4,2.3,0.0,1.1,0.8,19,1,23,19,28,8800,12,1,25,8,180,0,0,83,0,0,1.4,0.7,2.0,1,8.7,0
29,10.5,7.8,7.7,0.0,0.1,1.6,14,0,33,33,66,147900,12,0,36,1,181,1,1,33,0,0,7.2,0.0,6.1,0,5.000000000000001,0
19,7.8,6.6,6.5,0.0,0.3,0.8,17,0,17,2,202,127800,20,1,43,13,241,2,0,29,1,1,2.4,0.0,4.1,2,5.300000000000001,0
10,5.1,5.4,5.3,0.0,0.4,1.6,20,1,2,16,37,107600,17,1,50,26,0,2,0,26,0,0,4.1,0.0,2.6,5,5.6,0
14,6.3,2.7,2.6,0.0,0.3,0.8,15,1,12,30,76,47700,18,0,11,18,1,0,1,41,1,0,1.2,0.1,1.0,4,1.8999999999999997,0
26,3.6,9.6,9.5,0.0,1.6,1.6,18,0,47,44,211,27600,15,1,18,31,61,0,0,38,0,1,8.0,0.7,2.5,6,2.200000000000001,0
20,8.7,4.5,4.4,0.0,0.6,1.6,16,1,46,44,106,107000,20,1,10,25,178,1,1,65,0,0,1.8,0.1,0.9,2,0.5999999999999996,0
28,11.2,7.2,7.1,0.0,1.7,0.8,15,0,16,27,183,186200,20,0,32,10,180,2,0,30,0,0,5.1,1.1,5.5,1,2.8,0
18,8.4,6.0,5.9,0.0,1.6,1.6,18,0,0,41,18,166100,18,1,39,22,240,0,1,26,1,1,1.7,1.3,3.9,3,3.1,0
27,11.0,8.8,8.7,0.0,3.2,1.6,17,1,21,24,95,46300,18,0,11,8,242,0,1,58,0,1,5.1,0.7,4.4,2,5.399999999999999,0
21,3.0,3.7,3.6,0.0,1.2,1.6,15,0,20,24,289,125700,13,0,2,2,59,1,1,85,0,1,3.3,0.0,1.7,8,3.8,0
29,5.5,6.4,6.3,0.0,2.8,1.6,13,0,41,7,66,6000,14,0,25,32,61,2,0,50,0,0,3.3,1.3,5.6,7,6.0,0
12,6.7,3.7,3.6,0.0,1.7,0.8,17,1,0,21,105,145100,14,0,36,25,62,2,1,66,1,0,3.3,1.1,2.9,6,2.3,0
10,13.1,4.0,3.9,0.0,0.0,0.8,20,0,9,35,37,164700,19,1,39,12,180,0,0,43,1,0,3.9,0.0,1.8,1,6.6,0
12,7.6,9.7,9.6,0.0,0.8,0.8,16,1,29,18,9,124300,14,0,2,36,299,2,0,35,1,0,7.8,0.7,1.8,6,7.199999999999999,0
24,4.9,8.5,8.4,0.0,1.0,1.6,20,0,14,32,144,104200,11,1,10,4,59,2,1,32,0,0,2.5,0.0,7.5,8,7.5,0
25,11.4,9.8,9.7,0.0,2.2,1.6,19,0,9,15,124,143700,15,1,36,15,2,0,1,83,0,1,7.9,1.3,6.6,4,5.799999999999999,0
15,8.6,8.6,8.5,0.0,2.1,0.8,13,1,45,29,259,123600,12,1,43,27,62,1,0,79,1,0,3.1,1.4,4.8,6,6.1,0
14,1.9,8.9,8.8,0.0,2.5,0.8,15,0,3,43,192,143100,17,0,46,14,180,2,1,56,1,0,4.6,1.8,3.9,2,0.7999999999999989,0
18,3.1,6.2,6.1,0.0,2.0,1.6,19,1,13,12,231,83200,17,1,7,6,181,2,1,72,0,0,6.1,1.9,2.3,1,6.7,0
29,13.5,5.0,4.9,0.0,1.7,0.8,13,1,49,26,66,63100,15,1,14,19,241,0,0,68,1,0,2.9,0.1,4.3,3,7.0,0
20,10.8,3.8,3.7,0.0,1.4,1.6,16,0,33,40,202,42900,13,0,21,31,0,0,1,64,0,1,3.3,0.2,2.8,6,7.3,0
11,8.0,2.6,2.5,0.0,1.0,0.8,19,1,17,9,37,22700,20,1,28,43,60,1,0,60,1,0,1.3,0.3,1.7,8,7.6,0
19,10.5,5.3,5.2,0.0,0.1,0.8,18,0,38,37,114,102000,11,0,50,29,62,2,0,26,0,0,2.7,0.0,1.0,7,9.9,0
23,11.8,2.6,2.5,0.0,0.1,0.8,12,0,48,6,152,42100,11,1,11,22,63,2,1,42,0,0,0.5,0.0,2.2,6,6.200000000000001,0
29,1.1,4.4,4.3,2.0,0.0,1.6,13,1,32,19,182,101400,13,0,10,28,240,1,0,65,1,0,2.2,0.0,3.6,4,4.799999999999999,0
23,12.7,8.6,8.5,0.0,1.5,1.6,11,1,26,2,56,21300,11,1,28,33,0,2,0,77,0,1,2.5,0.3,4.4,6,1.5,0
14,9.9,7.4,7.3,1.3,0.0,0.8,14,1,11,16,192,1200,19,0,35,45,60,0,0,73,0,0,4.7,0.0,2.8,8,1.799999999999999,0
26,13.7,7.5,7.4,0.0,2.6,0.8,17,0,42,13,7,20600,20,0,18,23,63,1,1,54,1,0,5.1,2.5,6.0,6,9.9,0
17,11.0,6.3,6.2,0.0,2.4,1.6,11,1,26,27,143,199400,17,1,25,36,122,1,0,51,0,0,6.0,0.2,4.4,9,0.6000000000000005,0
29,8.2,5.1,5.0,0.0,2.1,0.8,14,0,11,41,278,179200,15,1,32,3,182,2,1,47,1,1,3.1,0.4,3.2,1,1.0,0
12,9.5,2.4,2.3,0.0,1.1,1.6,18,0,21,10,17,119400,15,0,43,41,183,2,0,63,1,1,2.3,0.4,1.4,0,6.9,0
23,6.7,9.3,9.2,0.0,0.0,0.8,12,1,5,24,152,99200,13,1,50,8,243,0,0,59,0,0,3.6,0.0,0.3,3,7.199999999999999,0
27,8.0,6.6,6.5,0.0,0.3,1.6,16,1,16,38,191,39300,13,0,11,1,244,1,1,75,1,0,0.6,0.2,5.4,2,3.5,0
18,5.2,5.4,5.3,0.0,0.4,0.8,19,0,0,7,26,19200,11,0,18,13,3,1,0,71,0,1,2.6,0.3,3.6,4,3.799999999999999,0
30,2.5,4.2,4.1,0.0,0.5,0.8,13,1,35,21,162,198000,18,1,25,25,63,2,1,67,1,1,3.7,0.4,2.2,6,4.1000000000000005,0
20,12.9,3.0,2.9,0.0,0.4,1.6,16,1,20,35,298,177800,16,0,32,37,122,0,0,64,0,0,1.1,0.0,1.2,9,4.4,0
11,10.1,10.0,9.9,0.0,2.0,0.8,19,0,4,4,133,157700,13,0,39,5,182,1,1,60,1,1,7.4,0.4,3.0,1,4.699999999999999,0
27,8.6,6.1,6.0,0.0,1.7,0.8,17,1,50,32,7,77600,11,0,6,10,243,2,1,72,1,0,4.9,0.9,4.8,3,1.3000000000000007,0
17,5.9,4.9,4.8,0.0,1.5,1.6,20,0,34,1,143,57500,19,1,14,22,2,2,0,68,0,0,2.0,1.0,3.3,5,1.6999999999999993,0
29,3.1,3.7,3.6,0.0,1.2,0.8,13,1,18,15,278,37300,16,1,21,34,62,0,1,64,1,1,2.6,0.9,2.1,7,2.0,0
20,13.5,2.5,2.4,0.9,0.0,0.8,17,1,3,29,114,17100,14,0,28,1,121,1,0,61,0,0,2.4,0.0,1.3,0,2.3,0
10,10.8,9.4,9.3,4.5,0.0,1.6,20,0,38,43,250,196000,11,1,35,14,181,2,0,57,0,1,6.3,0.0,4.7,2,2.6,0
22,1.4,9.4,9.3,0.0,0.6,0.8,13,1,18,40,65,16400,12,1,18,37,184,0,1,38,1,1,3.5,0.4,5.1,0,1.0999999999999996,0
17,6.5,4.3,4.2,0.9,0.0,0.8,11,0,17,40,259,95800,17,1,10,31,1,0,1,65,0,0,3.8,0.0,2.5,6,9.1,0
17,13.1,5.6,5.5,0.0,0.8,0.8,11,0,13,23,239,135300,20,0,36,42,244,1,1,50,0,1,2.7,0.0,1.7,2,7.4,0
11,5.1,8.5,8.4,2.7,0.0,0.8,19,1,12,23,133,15700,15,0,28,36,62,1,1,77,0,1,8.0,0.0,3.6,8,5.699999999999999,0
23,2.3,7.3,7.2,3.1,0.0,0.8,12,0,47,37,269,194600,12,1,35,3,121,2,0,73,1,0,4.4,0.0,6.8,0,6.000000000000001,0
24,8.8,8.6,8.5,0.0,2.2,0.8,12,0,43,20,248,35100,16,0,11,14,65,0,1,59,1,1,7.7,0.9,6.1,6,4.300000000000001,0
18,13.9,3.5,3.4,0.1,0.0,0.8,20,1,42,20,143,114500,20,0,2,8,182,0,0,86,0,1,1.4,0.0,2.0,2,2.7,0
29,11.2,2.3,2.2,0.3,0.0,1.6,13,0,26,34,278,94400,18,1,10,20,241,1,0,82,0,1,1.8,0.0,1.1,4,3.0,0
24,9.7,6.5,6.4,1.6,0.0,1.6,11,1,21,16,152,14300,16,0,28,25,2,2,0,28,1,0,5.7,0.0,2.0,6,9.2,0
28,11.0,3.8,3.7,0.0,1.4,0.8,15,1,31,30,191,153500,16,1,39,18,3,2,1,44,1,0,2.6,1.3,3.3,5,5.500000000000001,0
19,8.2,2.6,2.5,0.0,1.0,0.8,18,0,16,44,26,133300,13,0,46,30,63,0,0,40,1,1,2.4,0.0,1.9,7,5.800000000000001,0
30,5.5,9.5,9.4,4.4,0.0,1.6,11,1,0,13,162,113100,11,1,2,43,122,1,1,36,0,0,6.0,0.0,7.0,0,6.1,0
21,2.7,8.3,8.2,0.7,0.0,0.8,15,1,35,27,297,93000,19,1,10,10,182,2,0,32,1,0,6.2,0.0,3.3,2,6.399999999999999,0
25,4.0,5.6,5.5,0.0,0.3,1.6,19,0,46,41,36,33100,19,0,21,3,183,2,1,48,1,0,2.3,0.1,1.3,1,2.700000000000001,0
16,1.2,4.4,4.3,0.8,0.0,0.8,12,0,30,10,171,12900,16,1,28,15,242,0,0,44,0,1,3.6,0.0,4.0,4,3.1,0
27,11.6,3.2,3.1,0.9,0.0,1.6,16,1,15,24,7,191800,14,1,35,27,2,1,0,41,0,0,1.3,0.0,2.5,6,3.3999999999999995,0
28,5.0,4.5,4.4,0.0,1.0,1.6,15,1,10,7,286,32300,17,1,11,38,245,1,0,26,1,1,3.6,0.2,2.7,2,1.5999999999999996,0
19,2.3,3.3,3.2,0.0,0.8,1.6,19,0,45,21,122,12200,15,0,18,6,5,2,1,88,1,0,1.2,0.3,1.6,4,1.9000000000000004,0
30,12.6,2.1,2.0,0.0,0.6,0.8,12,1,30,35,258,191000,13,0,25,18,65,2,0,84,0,0,1.4,0.3,0.9,6,2.2,0
21,9.9,9.0,8.9,0.0,3.0,1.6,15,0,14,4,93,170800,20,1,32,30,124,0,1,80,1,1,8.8,1.8,8.3,9,2.5,0
25,11.1,6.3,6.2,0.0,2.4,0.8,20,0,25,18,132,111000,20,0,43,23,125,0,0,30,1,1,4.8,1.9,5.2,8,8.399999999999999,0
16,8.4,5.1,5.0,0.0,2.1,1.6,13,1,9,32,267,90800,18,0,50,35,185,1,0,27,0,0,2.2,2.0,3.7,0,8.8,0
27,5.7,3.9,3.8,0.0,1.7,0.8,16,1,44,1,103,70600,16,1,6,2,244,2,1,89,0,1,2.6,0.1,2.5,3,9.1,0
18,2.9,2.7,2.6,0.0,0.0,1.6,20,0,29,15,238,50500,13,0,14,15,4,0,0,85,1,1,2.3,0.0,0.6,5,9.4,0
30,13.3,9.6,9.5,4.3,0.0,1.6,13,1,13,29,74,30300,11,1,21,27,64,0,1,81,0,0,5.7,0.0,4.6,7,9.7,0
17,2.7,4.3,4.2,0.0,0.5,1.6,11,0,34,12,151,109600,11,0,43,12,66,1,1,47,1,0,2.6,0.3,3.0,6,2.3,0
28,13.0,3.1,3.0,0.0,0.5,0.8,15,0,18,26,286,89400,19,1,50,25,125,2,0,43,0,1,3.0,0.4,1.8,8,2.6,0
19,10.3,10.0,9.9,0.0,2.0,1.6,18,1,2,40,122,69200,16,1,6,37,185,0,1,39,1,0,5.1,1.9,4.7,1,2.9000000000000004,0
21,4.8,7.6,7.5,2.9,0.0,1.6,15,0,22,23,93,28900,12,1,21,16,4,1,1,32,1,1,3.8,0.0,7.1,5,3.5,0
20,4.6,9.1,9.0,0.0,3.6,1.6,17,0,27,20,6,88000,20,1,50,14,65,2,1,60,1,0,8.6,2.7,6.0,6,6.1,0
11,1.9,7.9,7.8,0.0,3.4,0.8,20,1,11,34,141,67800,17,0,6,26,125,0,0,56,0,1,4.9,2.9,4.6,8,6.4,0
26,13.5,4.0,3.9,0.0,0.1,0.8,18,0,6,17,15,186800,15,1,25,31,186,1,0,68,0,1,1.6,0.0,3.4,0,3.0,0
17,10.7,2.9,2.8,0.0,0.1,1.6,11,0,42,31,151,166600,13,0,32,44,245,2,1,64,1,0,2.3,0.0,1.9,2,3.3000000000000003,0
29,8.0,9.8,9.7,4.2,0.0,1.6,14,1,26,45,286,146500,20,0,39,11,5,0,0,60,0,1,5.4,0.0,7.1,5,3.6,0
16,10.5,4.4,4.3,0.0,0.8,1.6,13,0,47,28,63,26700,11,0,10,41,7,0,1,26,1,1,2.6,0.6,1.6,4,5.9,0
28,7.8,3.2,3.1,0.0,0.7,0.8,16,1,31,42,199,6600,19,1,18,9,66,1,0,88,0,0,3.0,0.6,0.9,6,6.2,0
22,12.9,6.2,6.1,1.6,0.0,0.8,14,1,30,41,93,86000,13,1,9,3,184,2,0,49,1,1,3.6,0.0,5.8,2,4.499999999999999,0
22,6.3,7.4,7.3,0.0,2.2,0.8,14,0,26,25,73,125500,16,0,36,14,127,2,0,34,1,0,7.3,0.6,5.6,7,2.799999999999999,0
28,8.6,9.2,9.1,4.4,0.0,1.6,15,1,9,38,103,184800,19,1,35,20,4,1,1,58,0,1,8.7,0.0,6.5,6,1.5,0
29,2.0,2.3,2.2,0.0,0.9,0.8,15,1,5,21,82,25300,12,0,10,31,247,1,1,43,0,0,1.5,0.6,1.2,1,9.3,0
27,8.4,2.6,2.5,0.2,0.0,1.6,17,1,14,35,15,44900,17,1,14,18,65,2,0,85,0,1,1.7,0.0,2.1,7,4.0,0
17,5.7,9.5,9.4,1.8,0.0,0.8,20,1,49,4,151,24700,14,0,21,30,125,0,1,82,1,0,2.0,0.0,7.4,9,4.300000000000001,0
12,4.2,5.7,5.6,1.7,0.0,0.8,18,0,44,32,25,143700,12,1,39,35,186,1,0,28,1,1,2.0,0.0,3.3,1,0.8999999999999995,0
24,1.4,4.5,4.4,1.8,0.0,1.6,11,1,28,1,160,123500,20,0,46,2,245,2,1,90,0,0,3.1,0.0,2.4,3,1.2999999999999998,0
14,11.8,3.3,3.2,0.0,0.0,1.6,15,0,13,15,296,103300,17,0,2,15,5,0,0,86,1,1,3.0,0.0,0.2,5,1.6000000000000003,0
26,9.0,2.1,2.0,0.2,0.0,0.8,18,1,48,29,131,83200,15,1,9,27,64,0,1,82,0,1,0.8,0.0,1.5,8,1.9,0
27,2.5,3.3,3.2,0.0,0.9,0.8,18,1,44,12,111,122700,18,1,36,38,8,1,1,68,0,0,2.9,0.1,2.1,3,9.7,0
17,12.8,2.1,2.0,0.0,0.6,1.6,11,0,28,26,247,102600,16,1,43,5,67,1,0,64,1,1,1.0,0.1,1.1,6,10.0,0
11,4.8,5.1,5.0,1.7,0.0,1.6,19,1,27,26,141,182000,20,1,35,44,185,2,0,25,1,1,4.4,0.0,2.8,2,8.4,0
12,11.3,6.3,6.2,0.0,2.4,1.6,18,1,23,9,120,22500,14,1,10,10,128,2,1,76,1,0,3.7,1.3,2.6,7,6.7,0
18,13.7,8.1,8.0,0.5,0.0,1.6,20,0,6,23,151,81800,16,1,9,16,5,1,0,33,1,0,2.5,0.0,6.2,5,5.300000000000001,0
26,3.1,2.8,2.7,0.1,0.0,1.6,18,1,27,6,227,161000,16,1,32,2,7,2,0,65,0,0,1.6,0.0,1.2,4,7.6,0
30,4.4,8.2,8.1,0.0,0.4,0.8,13,1,37,20,266,101200,17,0,43,40,8,2,1,80,0,0,2.1,0.0,2.6,4,3.9,0
21,1.6,7.0,6.9,0.0,0.6,1.6,16,0,22,34,101,81000,14,0,50,7,67,0,0,77,0,1,4.6,0.1,1.3,6,4.199999999999999,0
25,2.9,4.3,4.2,0.0,0.5,0.8,20,0,32,3,140,21100,15,1,10,45,68,0,1,26,0,1,1.5,0.2,3.7,5,0.5,0
19,8.0,7.3,7.2,2.8,0.0,0.8,18,1,31,3,34,100500,19,1,2,39,185,1,1,53,0,1,6.3,0.0,6.5,1,8.5,0
10,5.2,6.1,6.0,0.0,0.0,1.6,12,0,15,17,170,80400,17,0,9,6,245,2,0,50,1,1,1.2,0.0,4.1,3,8.8,0
14,6.5,3.4,3.3,0.0,0.0,1.6,16,0,26,31,208,20500,17,0,21,44,246,2,1,65,1,1,2.9,0.0,1.7,3,5.1,0
