íÁëÃâÑí∑,íÁëÃïù,ç∂âEï«ëÃçÇÇ≥,íÜãlìyìVí[çÇÇ≥,íÁäOãÊä‘ínï\ñ ,íÁì‡ãÊä‘ínï\ñ ,à¯í£çﬁä‘äu,ç›óàínî’èdó ,ç›óàínî’ãÊï™,ç›óàínî’Níl,ç›óàínî’ñÄéCäp,ç›óàínî’îSíÖóÕ,ç›óàínî’ïœå`åWêî,íÜãlÇﬂèdó ,íÜãlÇﬂãÊï™,íÜãlÇﬂNíl,íÜãlÇﬂñÄéCäp,íÜãlÇﬂîSíÖóÕ,ñÓî¬å^,ñÓî¬çﬁóø,à¯í£çﬁíºåa,à¯í£çﬁçﬁóøî‘çÜ,ï†ãNÇµçﬁéø,íÁäOë§êÖà _èÌéû,íÁì‡ë§êÖà _èÌéû,ÇπÇÒífïœå`îjâÛ,ääìÆÅAéxéùóÕ,ç™ì¸ÇÍïîÇÃà¿íË,é’êÖå¯â ,ñÓî¬ÇÃëœóÕè∆ç∏,É^ÉCÉçÉbÉhÇÃëœóÕè∆ç∏,ï†ãNÇµÇÃëœóÕè∆ç∏,ñÓî¬ÇÃëSí∑,à¯í£çﬁà íu,ï†ãNÇµî‘çÜ,ç™ì¸ÇÍê[Ç≥,ÇπÇÒífïœå`îjâÛ_label,ääìÆÅAéxéùóÕ_label,ç™ì¸ÇÍïîÇÃà¿íË_label,é’êÖå¯â _label,ñÓî¬ÇÃëœóÕè∆ç∏_label,É^ÉCÉçÉbÉhÇÃëœóÕè∆ç∏_label,ï†ãNÇµÇÃëœóÕè∆ç∏_label
30,12.8,7.4,7.3,0,1.5,1.6,11,0,49,4,257,194300,16,0,22,39,48,0,390,75,0,0,1.5,1.2,0.001200012,0.077770577,0.00100001,0.003500035,0,0,0,16.6,2.5,0,9.2,0,0,0,0,0,0,0
13,1,4.7,4.6,0,1.1,0.8,16,0,8,18,295,134400,16,0,34,31,49,1,295,90,0,0,3.4,0,0.001200012,0.048504446,0.02277472,0.614035088,0.005555556,0,0,10.2,4.3,0,5.5,0,0,0,0,0,0,0
25,11.3,3.5,3.4,0,1,1.6,19,1,43,32,131,114200,14,1,41,44,108,2,390,87,1,0,1.1,0.1,0.001200012,0.009549578,0.00100001,0.014644351,0,0,0,9.3,2.8,2,5.8,0,0,0,0,0,0,0
15,8.6,2.3,2.2,0,0.7,1.6,12,0,28,1,266,94100,11,0,48,11,168,2,295,83,1,1,1.4,0.2,0.001200012,0.016409134,0.012874155,0.113969391,0.005555556,0,0.005405405,8.4,1.5,4,6.1,0,0,0,0,0,0,0
19,9.8,7.7,7.6,0,2.8,0.8,17,0,38,15,5,34200,11,1,8,4,169,0,390,33,1,1,3.4,1.4,0.001200012,0.016409134,0.012874155,0.113969391,0.005555556,0,0.005405405,10.2,5,4,2.5,0,0,0,0,0,0,0
10,7.1,6.5,6.4,0,2.6,1.6,20,1,22,29,140,14000,19,1,15,16,229,0,295,29,0,0,4.6,1.6,0.001200012,0.040788579,0.016548985,0.45751634,0.027777778,0.085106383,0.007142857,9.3,3.7,6,2.8,0,0,0,0,0,0,0
22,4.3,5.3,5.2,0,2.3,0.8,13,1,7,43,276,192900,17,0,22,28,288,1,390,25,1,1,5.1,1.7,0.001200012,0.0268757,0.00100001,0.765864333,0.008510638,0.127272727,0.005405405,8.4,2.7,8,3.1,0,0,0,0,0,0,0
26,5.6,2.7,2.6,0,1.2,1.6,18,0,17,12,14,133000,17,1,34,21,289,1,390,41,0,1,2,1.1,0.001200012,0.152284264,0.298507463,0.112903226,0.004255319,0.011627907,0,11.7,2.3,8,9,0,0,0,0,0,0,0
16,2.9,9.6,9.5,0,0.3,0.8,11,0,1,25,150,112800,14,1,41,33,49,2,295,37,1,1,0.3,0,0.001200012,0.049180328,0.00100001,0.003500035,0,0,0,18.9,6.9,0,9.3,0,0,0,0,0,0,0
11,1.4,5.7,5.6,0,0.6,1.6,19,0,47,8,24,32800,12,1,8,38,109,0,295,49,0,0,0.9,0.2,0.001200012,0.033840948,0.025450689,0.255102041,0.029787234,0.039215686,0.005405405,11.6,2.5,2,5.9,0,0,0,0,0,0,0
23,11.7,4.5,4.4,0,0.6,0.8,12,0,31,22,159,12600,20,0,15,5,169,1,390,45,1,1,2.4,0.3,0.001200012,0.033840948,0.025450689,0.255102041,0.029787234,0.039215686,0.005405405,10.7,1.4,4,6.2,0,0,0,0,0,0,0
17,3.7,7.5,7.4,1.9,0,0.8,20,1,31,22,54,92100,14,0,7,44,286,2,390,72,1,1,7.4,0,0.010467551,0.139049826,0.086206897,0.453367876,0.021276596,0.034883721,0.028571429,12.1,2.9,0,4.6,0,0,0,0,0,0,0
29,7.5,7.5,7.4,0,1.9,1.6,13,0,11,19,169,111400,15,0,41,23,289,0,295,54,0,0,7.2,1.8,0.001200012,0.125786164,0.072727273,1.174496644,0.111111111,0.069767442,0.014285714,10.7,5.4,8,3.2,0,0,0,2,0,0,0
23,12.6,2.4,2.3,1.1,0,1.6,11,1,10,19,63,190900,20,0,33,17,106,1,295,81,0,0,1.6,0,0.006622151,0.050547599,0.041152263,0.335249042,0.011111111,0.011627907,0.007142857,3.9,1.8,4,1.5,0,0,0,0,0,0,0
24,6,3.6,3.5,0,1.2,1.6,20,1,5,2,43,31400,13,1,8,28,50,1,390,66,0,1,1.2,0.3,0.001200012,0.173913043,0.130434783,0.003500035,0,0,0,13,2,0,9.4,0,0,0,0,0,0,0
15,3.3,2.4,2.3,0,0.9,1.6,14,0,41,16,178,11200,11,0,15,40,109,2,295,62,1,0,1.5,0.4,0.001200012,0.022918258,0.012423646,0.088990592,0.005555556,0.009803922,0.007142857,12.1,1.2,2,9.7,0,0,0,0,0,0,0
13,9.6,2.7,2.6,0.5,0,0.8,16,1,50,30,111,30800,16,0,18,27,228,0,390,39,1,1,1.7,0,0.003258921,0.025957171,0.00100001,0.314748201,0.025531915,0.018181818,0,7.1,2.2,7,4.4,0,0,0,0,0,0,0
17,10.9,8.1,8,0,3.6,1.6,20,1,9,44,150,169900,16,1,29,19,229,0,295,55,1,1,4.6,2.4,0.001200012,0.016382253,0.00100001,0.220125786,0.005555556,0,0,8.8,6.8,6,0.7,0,0,0,0,0,0,0
28,8.1,7,6.9,2,0,0.8,14,0,45,13,285,149800,14,0,37,32,288,1,390,51,0,0,5.2,0,0.035545024,0.070921986,0.084865629,1.502145923,0.068085106,0.034883721,0,8,4.7,9,1,0,0,0,3,0,0,0
19,5.4,5.8,5.7,2.3,0,1.6,17,1,29,27,121,129600,11,1,44,44,48,2,295,47,1,1,2.4,0,0.017301038,0.046493607,0.036293249,0.815850816,0.016666667,0.019607843,0.010810811,7.1,3.6,1,1.3,0,0,0,1,0,0,0
23,6.7,3.1,3,0,0.2,0.8,11,1,39,41,159,69700,11,1,4,37,49,2,390,63,0,1,2.2,0,0.002514774,0.025996534,0.00100001,0.328638498,0.012765957,0.023255814,0.010810811,10.3,0.9,0,7.2,0,0,0,0,0,0,0
27,7.9,8.5,8.4,0,1,1.6,16,0,50,10,198,9800,12,0,15,30,50,2,295,79,0,1,3.6,0.3,0.001200012,0.057498802,0.039011704,0.571895425,0.033333333,0.046511628,0.081081081,12,1.6,0,3.5,0,0,0,0,0,0,0
18,5.2,7.3,7.2,0,1.1,1.6,19,0,34,24,33,188700,19,1,22,42,109,0,390,75,1,0,5.8,0.5,0.001200012,0.057498802,0.039011704,0.571895425,0.033333333,0.046511628,0.081081081,11.2,6.2,2,3.9,0,0,0,0,0,0,0
16,11.5,7.6,7.5,1.8,0,0.8,11,0,43,38,266,9200,14,1,25,29,227,1,295,52,1,1,7.2,0,0.062893082,0.079417604,0.042811274,0.853658537,0.316666667,0.088235294,0.010810811,15.7,5.5,7,8.1,0,0,0,1,0,0,0
28,8.8,6.4,6.3,2.2,0,1.6,15,0,28,7,102,188100,12,0,33,41,287,2,390,48,0,0,3.6,0,0.010467551,0.139049826,0.086206897,0.453367876,0.021276596,0.034883721,0.028571429,14.8,4.1,0,8.4,0,0,0,0,0,0,0
28,2.2,7.6,7.5,0,2.4,1.6,14,0,23,35,81,28600,15,0,8,7,230,2,295,33,0,1,7,0.3,0.001200012,0.188976378,0.083623693,0.895140665,0.044444444,0.287234043,0.032432432,14.3,3.4,5,6.7,0,0,0,1,0,0,0
17,5.8,6.7,6.6,0.4,0,1.6,20,0,17,18,150,28000,17,1,18,6,108,1,295,72,1,1,3.3,0,0.038095238,0.073215375,0.063157895,1.202749141,0.055555556,0.009803922,0.010810811,8.4,5.1,3,1.7,0,0,0,3,0,0,0
19,13.4,4.3,4.2,1.2,0,0.8,16,0,37,1,121,186700,13,0,33,30,227,0,295,64,0,1,2,0,0.001200012,0.204778157,0.095419847,0.639853748,0,0,0,6.6,2.4,8,2.3,0,0,0,0,0,0,0
20,6.9,5.6,5.5,0,0.3,0.8,16,0,33,29,100,27200,16,0,8,41,171,0,390,50,0,0,4.7,0,0.069686411,0.096385542,0.052173913,0.741525424,0.093617021,0.046511628,0.021428571,6.2,0.9,3,0.6,0,0,0,0,0,0,0
26,9.2,7.4,7.3,0,0,1.6,17,0,16,43,130,86500,18,1,7,3,48,1,390,73,0,1,5.5,0,0.12987013,0.081855389,0.045454545,0.718685832,0.076595745,0.023255814,0.027027027,16.2,6.2,2,8.8,0,0,0,0,0,0,0
26,2.6,8.6,8.5,0,1.5,1.6,17,0,12,26,110,126000,11,0,34,14,291,2,295,58,0,1,3.6,0.7,0.001200012,0.074859638,0.037406484,0.401836969,0.005555556,0,0,15.7,5.4,7,7.1,0,0,0,0,0,0,0
17,13,7.4,7.3,0,1.5,1.6,20,1,47,40,245,105800,19,1,41,26,51,2,390,54,1,0,5.7,0.9,0.001200012,0.030792918,0.00100001,0.501432665,0.025531915,0.068627451,0.071428571,14.8,3.7,0,7.4,0,0,0,0,0,0,0
15,6.2,7.7,7.6,1.7,0,0.8,13,0,5,9,178,125400,14,1,44,13,169,1,295,31,1,0,6.9,0,0.233918129,0.222634508,0.132890365,2,0.116666667,0.290909091,0.021428571,9.8,2.8,5,2.1,0,0,0,3,0,0,0
23,8.8,2.3,2.2,0,0.7,0.8,11,0,26,37,255,5600,14,1,15,43,171,1,295,62,0,0,0.9,0,0.001200012,0.006625808,0.00100001,0.038674033,0.005555556,0,0,6.6,1.8,4,4.3,0,0,0,0,0,0,0
14,6,9.2,9.1,0,3.4,1.6,15,1,10,5,91,184500,12,0,22,10,230,2,390,59,1,1,6.8,0.6,0.001200012,0.204778157,0.095419847,0.639853748,0,0,0,13.8,7.1,6,4.6,0,0,0,0,0,0,0
26,3.3,8,7.9,3.5,0,0.8,18,0,46,19,226,164300,20,0,29,23,290,0,295,55,0,1,3.5,0,0.052219321,0.065825562,0.034512511,0.738396624,0.038888889,0,0,12.9,5.6,8,4.9,0,0,0,0,0,0,0
16,13.6,6.9,6.8,0.3,0,1.6,11,1,30,33,62,144200,17,1,37,35,50,0,390,51,0,0,3,0,0.008610174,0.064899946,0.043165468,0.428396573,0.025531915,0.034883721,0.028571429,12.2,2.2,1,5.3,0,0,0,0,0,0,0
20,1.8,4.2,4.1,0,2,1.6,16,1,40,2,100,84300,17,0,48,28,51,1,390,67,0,0,2.1,1.2,0.001200012,0.112888053,0.017564403,0.05,0,0,0,5.8,2.4,0,1.6,0,0,0,0,0,0,0
11,12.1,3,2.9,0.4,0,0.8,19,0,25,16,236,64100,15,0,4,40,110,2,295,63,1,1,1.6,0,0.002785645,0.014731156,0.016970725,0.343473994,0.011111111,0,0,4.9,2.5,2,1.9,0,0,0,0,0,0,0
23,9.4,9.9,9.8,2.6,0,1.6,12,1,9,30,71,44000,13,1,11,7,170,2,390,59,0,0,9,0,0.358208955,0.392156863,0.321888412,1.923076923,0.259574468,0.162790698,0.064285714,12.1,7.9,5,2.2,0,0,0,3,0,0,0
27,10.7,7.2,7.1,0,0.7,0.8,17,1,19,44,110,183100,13,0,22,45,171,0,295,75,1,0,4.1,0,0.001200012,0.044926994,0.01852538,0.431034483,0.027777778,0,0,15.3,4.4,4,8.1,0,0,0,0,0,0,0
17,7.9,6,5.9,2.2,0,1.6,20,0,4,13,245,162900,20,1,29,12,230,0,390,71,0,0,5.7,0,0.069686411,0.096385542,0.052173913,0.741525424,0.093617021,0.046511628,0.021428571,14.4,3.7,6,8.4,0,0,0,0,0,0,0
22,9.2,3.3,3.2,0,0.6,0.8,14,0,14,27,284,103000,11,1,41,5,231,1,295,87,0,0,2.2,0.2,0.001200012,0.017865118,0.01234822,0.291666667,0.011111111,0.011627907,0,8,1.3,6,4.7,0,0,0,0,0,0,0
12,6.4,2.1,2,0,0.4,1.6,17,1,50,41,119,82900,18,0,48,17,291,1,390,84,1,1,0.4,0.2,0.001200012,0.00266282,0.00100001,0.003500035,0,0,0,7.1,0.6,8,5,0,0,0,0,0,0,0
24,3.7,9,8.9,0.8,0,1.6,11,1,34,10,255,62700,16,1,4,29,51,2,295,80,0,0,4.1,0,0.102651839,0.069444444,0.029574132,0.951086957,0.05,0.011627907,0.021428571,14.3,7.7,0,5.3,0,0,0,1,0,0,0
14,1,7.8,7.7,1.5,0,0.8,14,0,18,24,91,42600,13,1,11,42,110,0,390,76,0,1,6.6,0,1.6,0.380952381,0.147965475,1.682692308,0.191489362,0.023255814,0.010810811,13.4,5.6,3,5.6,3,0,0,3,0,0,0
19,2.2,5.1,5,0,1.7,1.6,18,1,29,38,129,181700,14,0,22,34,111,0,390,26,0,1,3.3,1.6,0.001200012,0.031088083,0.00100001,0.708502024,0.008510638,0.042553191,0.005405405,7.1,3.4,2,2,0,0,0,0,0,0,0
30,12.6,4,3.9,1.2,0,0.8,12,1,13,7,265,161500,11,1,29,2,171,1,295,88,1,1,3.6,0,0.028362089,0.031931879,0.027865503,0.684931507,0.033333333,0.009803922,0.005405405,6.3,2.1,4,2.3,0,0,0,0,0,0,0
21,9.8,2.8,2.7,1,0,1.6,15,0,48,21,100,141400,19,1,37,14,230,2,390,84,0,0,1.5,0,0.002152891,0.030364372,0.031015766,0.328022493,0.008510638,0.011627907,0.007142857,5.4,1.3,7,2.6,0,0,0,0,0,0,0
25,11.1,8.2,8.1,0,3.7,0.8,19,0,8,35,138,81500,19,0,48,7,231,2,295,34,1,0,7.9,1.5,0.001200012,0.079207921,0.044020543,0.462351387,0.016666667,0.009090909,0,16.7,7.8,6,8.5,0,0,0,0,0,0,0
16,8.3,7,6.9,0.2,0,1.6,13,1,43,4,274,61300,17,1,4,19,291,0,390,30,0,1,2.6,0,0.004535147,0.073304826,0.00100001,0.348605578,0.025531915,0.021276596,0,15.8,5.4,8,8.8,0,0,0,0,0,0,0
20,9.6,4.3,4.2,0,0.2,0.8,17,1,2,18,12,1400,17,0,15,12,292,0,295,46,0,1,0.2,0.1,0.004535147,0.073304826,0.00100001,0.348605578,0.025531915,0.021276596,0,9.4,2.6,8,5.1,0,0,0,0,0,0,0
10,6.9,3.1,3,0,0.2,0.8,20,0,38,32,148,180300,15,0,22,24,52,1,390,42,1,0,1.4,0.1,0.001200012,0.019442644,0.012128563,0.23458445,0.004255319,0.009803922,0,8.5,1.4,0,5.4,0,0,0,0,0,0,0
29,13.2,3.4,3.3,1.1,0,1.6,13,1,47,1,81,199800,20,1,25,11,170,2,295,85,1,1,2.4,0,0.008923924,0.147601476,0.038119441,0.249287749,0.016666667,0.009803922,0.010810811,13.1,1.7,5,9.7,0,0,0,0,0,0,0
13,1.4,8.8,8.7,3.1,0,0.8,17,0,6,15,119,140000,20,0,37,4,171,2,390,35,0,1,4.4,0,0.001200012,0.019442644,0.012128563,0.23458445,0.004255319,0.009803922,0,14.8,3.7,4,6,0,0,0,0,0,0,0
28,13,4.9,4.8,2.2,0,0.8,15,1,1,43,293,59900,18,1,4,9,231,1,295,47,1,0,2.9,0,0.006803492,0.014094433,0.00100001,0.492957746,0.038888889,0.019607843,0,7.6,4,6,2.7,0,0,0,0,0,0,0
19,10.2,3.7,3.6,0.2,0,1.6,18,1,36,12,129,39800,15,0,11,21,291,1,390,43,0,1,2.6,0,0.005521303,0.044893378,0.03018716,0.554675119,0.029787234,0.081395349,0.010810811,6.7,2,8,3,0,0,0,0,0,0,0
10,7.5,2.5,2.4,0.4,0,1.6,11,0,21,26,264,19600,13,1,18,33,50,2,295,39,1,1,0.6,0,0.001200012,0.005695572,0.00100001,0.144807613,0.005555556,0.018181818,0.005405405,5.8,1.1,1,3.3,0,0,0,0,0,0,0
25,6,6.8,6.7,1.9,0,1.6,19,1,16,9,138,138600,11,0,37,38,111,0,295,51,1,0,2.7,0,0.017843866,0.059790732,0.020570488,0.351405622,0.027777778,0.029411765,0.021428571,16.3,2.1,2,9.5,0,0,0,0,0,0,0
29,7.3,4.1,4,1.1,0,0.8,13,0,26,23,177,78700,11,1,48,31,112,0,390,67,1,0,3.5,0,0.032867707,0.068259386,0.040187542,0.61295972,0.046808511,0.009803922,0.007142857,9.9,3.4,2,5.8,0,0,0,0,0,0,0
20,4.5,2.9,2.8,1.1,0,1.6,16,0,10,37,12,58500,19,1,4,43,172,1,295,64,0,1,1.5,0,0.004255168,0.114613181,0.110192837,0.294860994,0.016666667,0.011627907,0.005405405,9,2.1,4,6.1,0,0,0,0,0,0,0
18,10.9,3.2,3.1,0.3,0,0.8,19,0,20,6,245,78100,13,0,7,30,290,2,390,40,0,0,1.4,0,0.001200012,0.023710729,0.019766101,0.382932166,0.004255319,0.011627907,0,4,1.5,9,0.8,0,0,0,0,0,0,0
26,13.4,5.9,5.8,0.6,0,0.8,17,0,40,34,22,157300,14,0,29,15,292,0,295,72,1,0,4.3,0,0.012794541,0.192616372,0.216998192,0.744680851,0.044444444,0.029411765,0.007142857,9,1.3,8,3.1,0,0,0,0,0,0,0
25,6.7,6.2,6.1,2.1,0,0.8,20,1,50,2,255,176900,19,0,32,2,110,1,390,49,1,0,5.6,0,0.153452685,0.094339623,0.038739669,0.831353919,0.063829787,0.029411765,0.007142857,13.6,5.6,3,7.4,0,0,0,1,0,0,0
29,7.9,3.5,3.4,1.1,0,1.6,14,0,9,16,293,117000,19,1,44,40,111,1,295,64,1,0,2.3,0,0.007581022,0.024813896,0.018791106,0.49088359,0.022222222,0.009803922,0.014285714,7.2,2.7,3,3.7,0,0,0,0,0,0,0
16,10.4,6.2,6.1,0,1.6,1.6,13,0,30,44,70,196300,20,0,15,25,113,2,295,30,0,0,5.4,0.7,0.001200012,0.098603122,0.062370062,0.559105431,0.016666667,0.117021277,0.028571429,12.1,3.5,1,5.9,0,0,0,0,0,0,0
10,2.4,9.2,9.1,0.5,0,1.6,11,1,29,44,264,76700,14,0,7,19,230,0,295,57,0,1,3.4,0,0.093603744,0.031897927,0.00100001,1.035502959,0.055555556,0.023255814,0.005405405,13.5,3.8,7,4.3,0,0,0,2,0,0,0
11,9,2.4,2.3,0,0.8,1.6,20,1,24,27,244,116200,18,0,33,30,174,0,390,42,0,0,2.2,0.6,0.001200012,0.012031281,0.00100001,0.331125828,0.004255319,0.046511628,0.014285714,4.9,1,3,2.5,0,0,0,0,0,0,0
22,6.2,9.3,9.2,0,3.4,0.8,14,0,9,41,79,96100,15,1,41,43,233,1,295,38,1,1,5.1,3.1,0.001200012,0.044994376,0.02853067,0.391498881,0.011111111,0,0,12.1,8.3,5,2.8,0,0,0,0,0,0,0
11,9.8,8.4,8.3,3.2,0,1.6,19,0,3,24,148,95400,18,0,0,42,111,0,295,77,0,0,7.7,0,0.139372822,0.168067227,0.095087163,0.969529086,0.294444444,0.058139535,0.064285714,15.8,5.7,3,7.4,0,0,0,1,0,0,0
23,7.1,7.2,7.1,3.5,0,0.8,12,1,38,38,283,75300,15,1,7,9,171,1,390,73,1,0,4.5,0,0.049566295,0.036900369,0.00100001,0.605536332,0.059574468,0.009803922,0.007142857,14.9,4.6,5,7.7,0,0,0,0,0,0,0
10,9.6,9.9,9.8,4.8,0,0.8,11,1,8,21,60,154500,16,0,29,39,173,1,390,39,0,0,7.8,0,0.167597765,0.36809816,0.173410405,0.793650794,0.140425532,0.053191489,0.007142857,19.9,9.5,4,10,0,0,0,0,0,0,0
14,10.9,7.2,7.1,0,0.8,1.6,15,0,18,35,99,94700,16,1,41,32,174,2,295,55,0,0,2.3,0.6,0.001200012,0.029865605,0.02245509,0.216049383,0.005555556,0,0,13.5,5.8,3,6.3,0,0,0,0,0,0,0
12,4.1,7.5,7.4,1.5,0,0.8,18,1,27,4,31,114200,11,1,44,19,292,0,390,31,0,0,3.9,0,0.001200012,0.029865605,0.02245509,0.216049383,0.005555556,0,0,8.5,5,9,1,0,0,0,0,0,0,0
18,13,2.4,2.3,1,0,0.8,19,1,6,1,41,14000,16,0,18,36,112,2,390,40,1,1,2.2,0,0.009824791,0.135746606,0.063884157,0.265553869,0.034042553,0.078431373,0.010810811,9.9,1.2,3,7.5,0,0,0,0,0,0,0
13,11.5,6.7,6.6,0.2,0,0.8,16,0,1,29,215,133000,14,1,37,41,173,0,390,52,0,0,6.3,0,0.052654673,0.089020772,0.058968059,1.097178683,0.136170213,0.046511628,0.007142857,10.9,4.7,4,4.2,0,0,0,2,0,0,0
25,8.8,5.5,5.4,0.7,0,1.6,20,1,36,43,51,112800,12,0,44,9,232,0,295,48,1,1,2.3,0,0.004193458,0.043875686,0.023183926,0.435323383,0.027777778,0.009803922,0,10,3.2,7,4.5,0,0,0,0,0,0,0
29,10,2.8,2.7,0.3,0,0.8,14,1,47,12,89,52900,12,0,4,1,233,1,390,64,0,1,0.3,0,0.001200012,0.043668122,0.00100001,0.08822788,0,0,0,3.6,1.2,6,0.8,0,0,0,0,0,0,0
20,7.3,9.7,9.6,2.4,0,0.8,17,0,31,26,225,32800,20,1,11,14,293,2,295,60,1,0,5.3,0,0.04519774,0.077871512,0.078688525,1.555555556,0.072222222,0.029411765,0.007142857,10.8,3.8,8,1.1,0,0,0,3,0,0,0
22,1.8,7.3,7.2,3.4,0,0.8,14,1,0,9,196,191400,15,1,25,38,112,0,295,53,1,1,4.2,0,0.204429302,0.275862069,0.105411103,1.026392962,0.088888889,0.011627907,0.005405405,9,6.3,3,1.7,0,0,0,2,0,0,0
11,11.9,7.6,7.5,1.4,0,0.8,19,1,40,20,244,31400,11,1,11,3,233,2,390,77,0,1,3.5,0,0.008319468,0.032206119,0.017133067,0.549450549,0.046808511,0.023255814,0.005405405,12.1,2.2,6,4.5,0,0,0,0,0,0,0
23,9.2,6.4,6.3,1.9,0,0.8,12,0,25,34,79,11200,18,0,18,15,293,0,295,73,1,1,5.3,0,0.034914169,0.167364017,0.116731518,0.888324873,0.233333333,0.019607843,0.005405405,11.3,5.8,8,4.9,0,0,0,1,0,0,0
14,6.4,5.2,5.1,2.1,0,1.6,16,1,9,3,215,190000,16,1,25,28,52,1,390,69,0,0,2.6,0,0.018604651,0.064343164,0.020856507,0.481430536,0.012765957,0.011627907,0.007142857,10.4,4.2,1,5.2,0,0,0,0,0,0,0
25,3.7,4,3.9,0,0,0.8,19,0,44,17,50,169900,13,0,32,40,112,1,295,65,0,1,2.3,0,0.021378942,0.143712575,0.075757576,0.547730829,0.016666667,0.011627907,0.005405405,9.5,2.1,3,5.5,0,0,0,0,0,0,0
26,10.2,5.3,5.2,0,2.1,0.8,19,0,40,45,30,10400,17,1,8,6,55,2,390,51,0,0,2.5,1.7,0.001200012,0.01747488,0.01322314,0.07106599,0,0,0,9,2.9,9,3.7,0,0,0,0,0,0,0
24,3.5,5.6,5.5,0.7,0,1.6,11,1,49,14,263,30000,12,0,11,38,173,0,390,27,1,0,2.1,0,0.014653804,0.027694438,0.00100001,0.363825364,0.029787234,0.163636364,0.021428571,13.6,1.1,4,8,0,0,0,0,0,0,0
28,4.7,2.9,2.8,0.3,0,0.8,15,1,9,28,1,169100,12,0,22,30,174,0,390,43,0,0,2.7,0,0.538116592,0.655737705,0.675675676,0.694444444,0.063829787,0.046511628,0.007142857,7.2,2.3,4,4.3,0,0,0,0,0,0,0
19,2,9.8,9.7,2.2,0,0.8,19,0,44,42,137,148900,19,1,29,43,234,1,295,39,1,0,4.8,0,0.221402214,0.10212766,0.046529663,1.254480287,0.061111111,0.018181818,0,14.4,7.3,6,4.6,0,0,0,3,0,0,0
30,12.3,8.6,8.5,2.8,0,1.6,12,1,28,10,272,128800,17,0,37,10,294,2,390,36,0,1,7.2,0,0.04784689,0.092236741,0.053724928,1.011560694,0.10212766,0.234042553,0.021621622,13.5,5.7,8,4.9,0,0,0,2,0,0,0
21,9.6,7.4,7.3,3.2,0,0.8,15,1,13,24,108,108600,15,1,44,22,53,2,295,32,1,0,3.9,0,0.034502588,0.08,0.043240127,0.588235294,0.038888889,0.036363636,0.007142857,12.6,4.6,0,5.2,0,0,0,0,0,0,0
12,6.9,6.2,6.1,0.3,0,1.6,19,0,48,38,244,88400,12,1,0,34,113,0,390,28,0,1,3.7,0,0.036090226,0.039164491,0.020120724,0.704225352,0.029787234,0.35106383,0.043243243,11.8,1.2,3,5.6,0,0,0,0,0,0,0
23,4.1,5,4.9,0.8,0,0.8,12,1,32,7,79,68300,20,0,7,2,172,1,295,90,0,1,4.9,0,0.204429302,0.275862069,0.105411103,1.026392962,0.088888889,0.011627907,0.005405405,10.9,4.5,5,5.9,0,0,0,2,0,0,0
24,10.6,6.3,6.2,0.3,0,0.8,11,1,28,35,59,107800,13,1,33,13,116,1,390,75,1,0,3.5,0,0.017221584,0.097244733,0.062972292,0.641025641,0.029787234,0.009803922,0.007142857,10.4,4,1,4.1,0,0,0,0,0,0,0
15,7.9,5.1,5,0.8,0,1.6,15,0,12,4,194,87700,11,0,41,25,175,2,295,72,1,1,4.8,0,0.048134777,0.113636364,0.073937153,0.95890411,0.061111111,0.058823529,0.054054054,9.5,2.7,3,4.4,0,0,0,1,0,0,0
30,6.4,9.3,9.2,2.5,0,0.8,12,1,7,32,68,7600,19,0,8,30,236,0,295,84,0,0,2.5,0,0.001200012,0.003972984,0.00100001,0.060344828,0,0,0,10.3,3.4,5,1,0,0,0,0,0,0,0
12,14,6.9,6.8,3.3,0,0.8,19,0,27,15,40,166300,14,1,22,9,55,1,295,76,0,0,6.2,0,0.022054769,0.05973121,0.120967742,1.140065147,0.063829787,0.072727273,0,8.6,5.7,9,1.7,0,0,0,2,0,0,0
21,4.5,6,5.9,1.9,0,0.8,15,0,21,43,108,165700,16,0,32,8,233,0,295,49,0,0,3.5,0,0.046601942,0.073574494,0.037441498,0.644567219,0.05,0.011627907,0,12.3,3.3,7,6.3,0,0,0,0,0,0,0
22,11,7.2,7.1,1.5,0,1.6,14,1,16,26,87,6200,19,0,8,19,176,1,390,34,1,1,6.9,0,0.079207921,0.191693291,0.082690187,1.121794872,0.161702128,1.009090909,0.221621622,11.7,1.9,3,4.5,0,0,0,2,0,2,0
13,8.3,6,5.9,1.9,0,0.8,18,1,1,40,223,185100,17,0,15,32,236,1,295,31,1,0,3.3,0,0.010333247,0.026942075,0.00100001,0.583333333,0.027777778,0.018181818,0,10.8,5.1,5,4.8,0,0,0,0,0,0,0
24,5.6,4.9,4.8,2,0,1.6,11,0,36,9,59,164900,15,1,22,44,296,2,390,27,0,1,4.2,0,0.036934441,0.328767123,0.195121951,0.825471698,0.029787234,0.159574468,0.010810811,10,3.8,7,5.1,0,0,0,1,0,0,0
15,2.8,3.7,3.6,0.1,0,0.8,14,1,20,23,194,144700,12,0,29,11,55,0,295,89,1,1,0.7,0,0.001491183,0.012892136,0.00100001,0.178845171,0.005555556,0,0,9.1,1.8,0,5.4,0,0,0,0,0,0,0
14,2.6,5.2,5.1,0.7,0,1.6,16,0,25,20,107,4800,20,0,8,9,117,1,390,51,1,0,4.7,0,0.21978022,0.180451128,0.083044983,0.851581509,0.174468085,0.117647059,0.107142857,13.2,4.7,1,8,0,0,0,1,0,0,0
