,堤体延長,堤体幅,左右壁体高さ,中詰土天端高さ,堤外区間地表面,堤内区間地表面,引張材間隔,在来地盤重量,在来地盤区分,在来地盤N値,在来地盤摩擦角,在来地盤粘着力,在来地盤変形係数,中詰め重量,中詰め区分,中詰めN値,中詰め摩擦角,中詰め粘着力,矢板型,矢板材料,引張材直径,引張材材料番号,腹起し材質,堤外側水位_地震時,堤内側水位_地震時,震度,せん断変形破壊,滑動、支持力,根入れ部の安定,矢板の耐力照査,タイロッドの耐力照査,腹起しの耐力照査
4135,25,13.2,2.8,2.7,1.2,0.0,1.6,11,0,40,18,68,185900,19,1,20,18,15,3,390,67,1,1,2.1,0.0,0.1,0.16611295681063123,0.11160714285714285,0.09860312243221035,0.0084985835694051,0.006535947712418301,0.0035714285714285713
4136,16,10.5,9.7,9.6,0.0,4.1,0.8,14,0,25,32,203,165800,16,1,28,30,74,3,390,64,0,0,7.2,1.4,0.2,0.001000010000100001,0.11507479861910243,0.046224961479198766,0.0028328611898017,0.0,0.0
4137,28,7.7,8.5,8.4,0.0,3.9,1.6,18,1,9,45,39,145600,14,0,35,42,134,4,295,60,1,1,6.4,0.7,0.4,0.01762114537444934,0.273972602739726,0.08174386920980926,0.003703703703703704,0.0,0.0
4138,11,9.0,5.8,5.7,1.0,0.0,0.8,12,1,19,14,77,85700,14,1,46,35,135,4,390,76,0,1,1.5,0.0,0.1,0.03745318352059925,0.09737098344693282,0.020836950859524223,0.0056657223796034,0.0,0.0
4139,22,6.2,4.6,4.5,0.0,0.2,1.6,15,0,4,28,213,65600,12,1,2,2,195,5,295,72,1,1,0.6,0.0,0.3,0.06877579092159561,0.04319654427645789,0.001000010000100001,0.0,0.0,0.0035714285714285713
4140,26,7.5,2.0,1.9,0.5,0.0,0.8,20,0,14,42,251,5700,12,0,13,40,196,5,390,88,1,1,1.4,0.0,0.5,0.03015681544028951,0.0744047619047619,0.001000010000100001,0.014164305949008499,0.006535947712418301,0.0
4141,17,4.7,8.9,8.8,3.5,0.0,0.8,13,1,49,11,87,184500,19,1,20,7,255,3,295,84,0,0,6.9,0.0,0.2,1.0638297872340425,7.692307692307692,0.13303769401330376,0.15185185185185185,0.007751937984496124,0.004761904761904762
4142,29,2.0,7.7,7.6,0.0,1.2,1.6,16,0,34,25,222,164400,17,0,28,19,15,4,390,80,1,1,5.2,0.8,0.4,0.3205128205128205,0.12360939431396786,0.087527352297593,0.26062322946175637,0.22875816993464052,0.2
4143,19,12.4,6.5,6.4,0.0,1.3,0.8,20,1,18,39,58,144200,15,0,35,32,74,5,295,76,1,0,4.4,0.6,0.1,0.04780114722753346,0.10101010101010101,0.025210084033613443,0.011111111111111112,0.006535947712418301,0.0
4144,20,5.8,7.7,7.6,0.0,0.0,0.8,19,1,14,22,37,183700,18,0,10,43,18,5,390,62,1,1,2.3,0.0,0.1,0.1342281879194631,0.186219739292365,0.3287671232876712,0.019830028328611898,0.0784313725490196,0.03214285714285714
4145,11,3.0,6.5,6.4,0.7,0.0,1.6,12,0,49,36,173,163600,16,0,17,10,77,3,295,58,0,0,2.3,0.0,0.2,0.28901734104046245,0.07770007770007771,0.03223207091055601,0.007407407407407408,0.0,0.0
4146,13,10.7,4.1,4.0,1.3,0.0,0.8,19,1,18,19,144,123200,11,0,32,34,197,4,295,50,0,1,2.0,0.0,0.1,0.015262515262515264,0.05659309564233163,0.01347557551937114,0.007407407407407408,0.007751937984496124,0.0
4147,17,11.9,9.5,9.4,3.1,0.0,1.6,13,1,28,33,183,63400,11,1,43,27,198,5,390,66,0,1,8.3,0.0,0.3,0.2840909090909091,0.26595744680851063,0.13937282229965156,0.11048158640226628,0.09302325581395349,0.02142857142857143
4148,11,3.9,4.4,4.3,0.0,1.9,1.6,11,0,27,33,77,142800,15,1,35,21,15,5,390,27,0,1,3.5,1.6,0.2,0.001000010000100001,0.10298661174047373,0.04748713889988128,0.0056657223796034,0.0851063829787234,0.007142857142857143
4149,12,10.4,5.7,5.6,2.4,0.0,1.6,11,1,23,16,57,182300,19,0,10,32,258,3,390,78,0,0,3.5,0.0,0.2,0.0929368029739777,0.28901734104046245,0.12684989429175475,0.019830028328611898,0.007751937984496124,0.01904761904761905
4150,27,2.4,8.6,8.5,0.0,0.2,1.6,19,1,22,16,251,62800,13,0,2,26,75,3,390,39,1,1,1.8,0.1,0.1,0.13020833333333334,0.03240440699935191,0.001000010000100001,0.0028328611898017,0.0,0.0
4151,18,6.2,8.7,8.6,1.3,0.0,0.8,12,0,2,13,66,82100,14,0,36,5,78,5,390,86,0,1,7.8,0.0,0.3,0.819672131147541,0.2004008016032064,0.036231884057971016,0.07407407407407407,0.05426356589147287,0.0380952380952381
4152,30,3.5,7.5,7.4,1.9,0.0,1.6,15,1,37,27,202,62000,12,1,43,17,138,5,295,83,0,0,6.7,0.0,0.5,0.819672131147541,0.2004008016032064,0.036231884057971016,0.07407407407407407,0.05426356589147287,0.0380952380952381
4153,20,13.8,6.3,6.2,2.3,0.0,1.6,19,0,22,41,37,41800,19,0,50,29,198,3,390,79,1,1,5.7,0.0,0.1,0.06983240223463687,0.20964360587002098,0.13761467889908255,0.0708215297450425,0.032679738562091505,0.014285714285714285
4154,23,8.3,3.9,3.8,0.3,0.0,1.6,15,1,41,24,9,1500,15,1,13,9,17,4,390,71,1,0,3.2,0.0,0.5,0.21097046413502107,0.2150537634408602,0.7142857142857143,0.019830028328611898,0.0,0.0
4155,10,10.8,6.6,6.5,0.5,0.0,1.6,14,0,11,7,85,80700,15,0,36,39,19,5,390,37,0,0,6.2,0.0,0.4,0.5376344086021505,0.5464480874316939,0.21238938053097342,0.1558073654390935,1.3049645390070923,0.49047619047619045
4156,25,2.8,9.6,9.5,0.0,3.6,1.6,12,1,10,7,280,160200,20,0,28,33,136,3,390,64,1,0,8.2,2.5,0.3,0.001000010000100001,0.12033694344163658,0.028341993386868207,0.019830028328611898,0.013071895424836602,0.004761904761904762
4157,15,13.2,8.4,8.3,0.0,3.5,0.8,15,0,46,21,115,140000,17,1,35,45,196,4,295,60,1,1,7.2,1.9,0.5,0.19493177387914232,0.3436426116838488,0.07547169811320754,0.007407407407407408,0.006535947712418301,0.0035714285714285713
4158,20,1.4,5.7,5.6,0.0,2.6,0.8,19,0,5,35,154,80100,18,0,46,38,197,4,390,76,1,1,3.6,1.3,0.2,0.001000010000100001,0.04730368968779565,0.020668274199104372,0.0,0.0,0.0
4159,10,11.7,4.5,4.4,0.0,0.0,1.6,13,1,40,4,289,60000,15,0,2,5,256,5,390,72,0,1,1.3,0.0,0.4,0.0979431929480901,0.09398496240601503,0.001000010000100001,0.0028328611898017,0.0,0.0035714285714285713
4160,18,1.1,7.3,7.2,0.2,0.0,1.6,11,1,10,32,66,139200,16,0,24,36,258,5,390,38,1,1,3.2,0.0,0.4,0.2114164904862579,0.15527950310559005,0.7692307692307692,0.025495750708215296,0.048484848484848485,0.017857142857142856
4161,17,7.5,7.6,7.5,0.0,0.9,0.8,14,0,19,1,299,158800,11,1,28,23,76,4,295,81,1,1,6.4,0.0,0.5,0.6024096385542169,0.1663893510815308,0.059582919563058584,0.02962962962962963,0.013071895424836602,0.0035714285714285713
4162,25,10.0,2.2,2.1,0.4,0.0,0.8,12,1,40,29,76,39000,11,0,50,8,78,4,295,46,1,1,2.1,0.0,0.4,0.10405827263267431,0.17391304347826086,0.024896265560165973,0.014814814814814815,0.013071895424836602,0.0
4163,15,7.3,9.1,9.0,3.2,0.0,1.6,16,0,24,43,211,18800,19,1,6,20,138,5,390,42,1,0,8.7,0.0,0.1,0.3676470588235294,0.1524390243902439,0.08350730688935282,0.1558073654390935,0.16993464052287582,0.03333333333333333
4164,14,13.6,9.4,9.3,0.0,2.5,1.6,18,1,34,12,144,38400,14,1,9,7,256,3,295,85,1,1,4.8,1.4,0.2,0.055803571428571425,0.151285930408472,0.024405125076266014,0.007407407407407408,0.0,0.0
4165,18,1.8,6.7,6.6,0.0,2.1,0.8,12,1,44,26,182,177500,14,0,20,45,257,3,390,35,1,1,6.2,1.1,0.5,0.001000010000100001,0.13280212483399734,0.025800903031606107,0.0169971671388102,0.024242424242424242,0.0035714285714285713
4166,29,12.1,5.5,5.4,0.0,1.9,1.6,16,0,28,39,18,157400,11,1,28,12,17,4,390,31,0,0,5.0,0.7,0.1,0.11574074074074073,0.24570024570024568,0.12903225806451613,0.0028328611898017,0.03546099290780142,0.004761904761904762
4167,20,9.4,4.3,4.2,0.0,1.6,0.8,19,1,13,8,154,137200,19,0,35,24,76,5,295,27,1,1,3.9,0.3,0.3,0.053163211057947905,0.1663893510815308,0.02570143499678732,0.0,0.012121212121212121,0.0
4168,15,7.9,8.5,8.4,0.0,3.9,0.8,17,0,7,36,28,57200,17,1,2,29,137,3,295,39,1,1,5.8,0.2,0.2,0.001000010000100001,0.25380710659898476,0.1056338028169014,0.011111111111111112,0.0,0.0
4169,26,5.2,7.3,7.2,0.0,0.0,0.8,20,1,43,5,163,37000,15,0,9,42,196,4,390,36,0,0,2.8,0.0,0.4,0.3225806451612903,0.35335689045936397,0.05174644243208279,0.0113314447592068,0.014184397163120567,0.004761904761904762
4170,30,6.4,4.7,4.6,0.0,0.2,1.6,14,1,2,19,202,176100,15,0,20,34,197,4,295,51,0,0,4.5,0.1,0.1,0.06954102920723226,0.08503401360544217,0.02184598580010923,0.018518518518518517,0.07751937984496124,0.07142857142857142
4171,21,3.7,3.5,3.4,0.0,0.3,0.8,18,0,38,33,37,156000,12,1,28,2,257,5,390,48,1,1,3.3,0.2,0.3,0.10976948408342481,0.30120481927710846,0.11516314779270632,0.0056657223796034,0.0392156862745098,0.010714285714285714
4172,12,14.0,2.3,2.2,0.0,0.2,1.6,11,0,22,2,173,135800,20,0,35,14,17,3,295,44,1,0,2.1,0.1,0.5,0.6024096385542169,0.15748031496062992,0.03146303093864709,0.011111111111111112,0.013071895424836602,0.004761904761904762
4173,12,7.5,3.5,3.4,0.4,0.0,1.6,20,1,17,30,152,175300,13,1,10,25,260,3,390,29,0,1,2.3,0.0,0.4,0.046598322460391424,0.129366106080207,0.01422812425895186,0.0084985835694051,0.028368794326241134,0.007142857142857143
4174,24,4.7,2.3,2.2,0.5,0.0,0.8,14,1,2,44,288,155200,11,0,17,37,20,4,295,25,0,1,1.5,0.0,0.1,0.019688915140775743,0.012510947078693857,0.001000010000100001,0.003703703703703704,0.02127659574468085,0.0
4175,15,2.0,9.2,9.1,3.1,0.0,1.6,17,0,37,13,123,135000,18,1,24,4,79,4,390,88,1,0,6.7,0.0,0.3,1.0638297872340425,0.36101083032490977,0.14652014652014653,0.059490084985835696,0.0196078431372549,0.01904761904761905
4176,19,3.2,6.5,6.4,2.1,0.0,1.6,11,1,47,27,162,75100,19,1,36,42,80,5,295,37,1,0,2.7,0.0,0.5,0.40322580645161293,0.12195121951219513,0.012900451515803053,0.014814814814814815,0.03636363636363636,0.009523809523809525
4177,30,13.6,5.3,5.2,2.3,0.0,0.8,15,1,32,41,297,55000,16,0,43,10,140,3,390,34,0,1,2.7,0.0,0.2,0.11086474501108648,0.050658561296859174,0.001000010000100001,0.014164305949008499,0.0070921985815602835,0.0
4178,21,10.8,4.1,4.0,0.2,0.0,1.6,18,0,16,10,133,34800,14,1,50,22,199,3,295,30,1,0,0.6,0.0,0.4,0.08833922261484099,0.18148820326678766,0.001000010000100001,0.003703703703703704,0.006060606060606061,0.0
4179,12,8.1,3.0,2.9,0.4,0.0,0.8,11,1,1,24,269,14600,11,0,6,34,259,4,390,26,1,1,0.6,0.0,0.5,0.03599712023038157,0.04317789291882556,0.001000010000100001,0.0028328611898017,0.012121212121212121,0.0
4180,10,1.4,3.2,3.1,0.0,1.5,1.6,14,0,10,38,201,34200,16,0,9,21,77,5,295,69,1,0,2.3,0.8,0.2,0.001000010000100001,0.024703557312252968,0.001000010000100001,0.003703703703703704,0.0,0.0
4181,14,2.6,8.7,8.6,0.0,0.2,0.8,18,0,20,7,240,173300,17,1,20,14,78,5,390,85,1,0,0.7,0.1,0.4,0.38759689922480617,0.08123476848090982,0.001000010000100001,0.0028328611898017,0.0,0.0
4182,26,13.0,7.5,7.4,0.0,0.5,1.6,11,1,5,21,75,153200,14,0,28,26,138,3,390,81,0,1,0.8,0.2,0.1,0.046189376443418015,0.08680555555555555,0.001000010000100001,0.0,0.0,0.0
4183,30,1.1,4.8,4.7,0.0,0.5,1.6,16,1,15,35,114,93300,15,0,39,19,139,4,295,31,0,1,3.1,0.1,0.3,0.29940119760479045,0.18315018315018314,0.0473186119873817,0.011111111111111112,0.02127659574468085,0.0
4184,20,11.5,3.6,3.5,0.0,0.5,0.8,19,0,50,4,249,73100,12,1,46,31,198,4,390,27,0,0,2.3,0.1,0.5,0.07547169811320754,0.11198208286674133,0.025651988029072252,0.0056657223796034,0.014184397163120567,0.0
4185,24,12.7,9.0,8.9,0.8,0.0,1.6,13,0,10,18,288,13200,12,0,6,24,199,5,295,43,0,0,2.0,0.0,0.2,0.08896797153024912,0.06514657980456026,0.018094089264173704,0.018518518518518517,0.015503875968992248,0.004761904761904762
4186,15,10.0,7.8,7.7,0.0,1.7,0.8,17,1,45,32,123,192100,20,0,13,36,259,5,390,39,1,0,2.5,0.0,0.4,0.14285714285714285,0.17825311942959002,0.01825928180158247,0.0,0.0,0.0
4187,27,7.3,6.6,6.5,0.0,1.7,1.6,20,0,29,1,259,171900,18,1,20,3,19,3,295,35,0,1,2.2,1.5,0.5,0.6172839506172839,0.11641443538998836,0.014233187047799786,0.11851851851851852,0.8226950354609929,0.16428571428571428
4188,17,4.5,5.4,5.3,0.0,1.6,0.8,13,1,14,15,95,151800,15,0,27,15,78,4,390,31,1,0,1.9,1.1,0.2,0.001000010000100001,0.0668002672010688,0.001000010000100001,0.0,0.0,0.0
4189,21,5.8,2.7,2.6,0.0,0.9,1.6,17,1,24,29,133,91900,15,1,39,8,79,4,295,47,0,0,2.0,0.6,0.4,0.001000010000100001,0.1,0.001000010000100001,0.003703703703703704,0.007751937984496124,0.0
4190,16,4.3,7.0,6.9,0.0,2.9,0.8,15,0,19,12,7,11800,13,0,6,13,140,5,390,59,1,1,3.7,1.5,0.3,0.001000010000100001,0.09041591320072333,0.01431297709923664,0.0,0.0,0.0
4191,28,1.6,5.8,5.7,0.0,2.6,1.6,18,1,3,26,143,190700,11,1,13,25,199,3,295,56,0,1,3.2,0.9,0.5,0.001000010000100001,0.09041591320072333,0.01431297709923664,0.0,0.0,0.0
4192,15,4.1,8.5,8.4,1.2,0.0,1.6,17,1,24,9,219,70900,11,0,36,11,201,4,295,87,1,1,3.4,0.0,0.5,0.47846889952153115,0.1607717041800643,0.02520478890989288,0.018518518518518517,0.0,0.0
4193,30,9.2,3.4,3.3,0.0,0.1,1.6,15,0,23,9,114,150400,16,0,27,5,18,4,295,48,1,1,0.6,0.0,0.4,0.37735849056603776,0.1811594202898551,0.030690537084398974,0.011111111111111112,0.013071895424836602,0.0035714285714285713
4194,21,6.4,2.2,2.1,0.0,0.1,0.8,18,1,7,23,249,130200,14,1,35,17,78,5,390,44,0,0,0.3,0.0,0.5,0.0522466039707419,0.06489292667099286,0.001000010000100001,0.0,0.0,0.0
4195,25,7.7,7.6,7.5,0.0,0.9,1.6,13,1,18,37,288,70300,14,0,46,10,79,3,295,60,0,0,5.5,0.8,0.3,0.390625,0.08326394671107411,0.015985080591447983,0.05555555555555555,0.031007751937984496,0.009523809523809525
4196,15,4.9,6.4,6.3,0.0,1.0,1.6,16,0,2,6,123,50200,11,0,2,22,139,3,390,56,1,0,4.6,0.7,0.4,0.29325513196480935,0.2178649237472767,0.07528230865746549,0.025495750708215296,0.032679738562091505,0.009523809523809525
4197,27,2.2,5.2,5.1,0.0,1.0,0.8,19,1,37,19,259,30000,19,1,9,34,198,4,295,53,1,1,3.7,0.6,0.1,0.001000010000100001,0.04040404040404041,0.001000010000100001,0.014814814814814815,0.026143790849673203,0.010714285714285714
4198,10,3.5,2.5,2.4,0.0,0.5,1.6,14,1,48,33,297,169100,19,0,20,27,199,4,390,68,1,1,0.9,0.2,0.3,0.001000010000100001,0.02354603249352484,0.001000010000100001,0.0,0.0,0.0
4199,22,13.8,9.4,9.3,0.0,2.5,0.8,17,0,32,2,133,149000,17,0,27,39,259,5,390,65,0,0,3.9,1.0,0.5,0.1890359168241966,0.4115226337448559,0.050293378038558254,0.0,0.0,0.0
4200,12,11.1,8.2,8.1,0.0,2.5,1.6,20,1,16,16,268,128800,14,1,35,7,18,3,295,61,1,1,3.5,0.6,0.2,0.001000010000100001,0.07158196134574087,0.03783102143757881,0.12962962962962962,0.0718954248366013,0.03571428571428571
4201,13,4.5,9.5,9.4,2.7,0.0,1.6,20,1,12,44,248,168300,18,1,10,18,262,3,295,46,1,0,8.7,0.0,0.2,0.8403361344537815,0.14144271570014144,0.03333333333333333,0.2037037037037037,0.1503267973856209,0.12380952380952381
4202,28,9.6,4.3,4.2,0.0,1.6,1.6,18,0,11,44,142,48800,12,1,2,12,79,4,295,73,1,1,3.5,0.1,0.1,0.001000010000100001,0.046948356807511735,0.023237800154918668,0.003703703703703704,0.0,0.0
4203,11,10.8,9.8,9.7,0.0,4.3,1.6,12,0,21,13,181,187900,13,1,13,4,80,4,390,89,1,1,5.9,0.2,0.3,0.001000010000100001,0.15267175572519084,0.059701492537313425,0.0,0.0,0.0
4204,19,13.4,4.4,4.3,0.0,0.0,1.6,11,1,42,41,258,68100,13,1,36,35,82,5,390,54,0,1,1.8,0.0,0.3,0.11876484560570072,0.06053268765133172,0.001000010000100001,0.0028328611898017,0.007751937984496124,0.0
4205,10,10.6,3.2,3.1,0.3,0.0,0.8,14,1,26,10,93,48000,11,1,43,2,142,3,390,50,1,0,1.4,0.0,0.4,0.13297872340425532,0.17825311942959002,0.02531645569620253,0.0056657223796034,0.0,0.0
4206,22,7.9,2.0,1.9,0.4,0.0,1.6,17,0,11,24,229,27800,18,0,50,14,201,4,295,47,0,1,1.0,0.0,0.1,0.016181229773462785,0.022256843979523704,0.001000010000100001,0.003703703703703704,0.007751937984496124,0.0
4207,12,5.1,8.9,8.8,0.0,1.2,0.8,11,1,46,38,64,7600,16,1,6,27,261,4,390,43,1,0,4.0,0.6,0.3,0.2801120448179272,0.24813895781637715,0.6122448979591837,0.025495750708215296,0.0,0.0
4208,24,2.4,7.7,7.6,0.0,1.3,1.6,14,0,31,7,200,186500,14,0,13,39,20,5,295,39,0,0,3.5,0.5,0.5,0.19569471624266144,0.15060240963855423,0.13114754098360654,0.05185185185185185,1.7234042553191489,0.5666666666666667
4209,28,3.6,5.0,4.9,2.1,0.0,0.8,18,0,41,21,238,126600,14,0,24,32,21,5,390,55,1,0,4.7,0.0,0.2,0.20202020202020202,0.111731843575419,0.0540784136998648,0.025495750708215296,0.013071895424836602,0.004761904761904762
4210,19,14.0,3.8,3.7,0.0,0.9,0.8,12,1,25,35,74,106400,11,1,32,44,81,3,295,51,0,1,3.4,0.1,0.4,0.11933174224343675,0.19342359767891684,0.024829298572315334,0.007407407407407408,0.007751937984496124,0.0
4211,30,11.3,2.6,2.5,0.0,0.7,1.6,15,1,10,4,210,86300,19,0,39,11,141,4,390,48,1,0,2.3,0.0,0.5,0.1251564455569462,0.1251564455569462,0.001000010000100001,0.0028328611898017,0.006535947712418301,0.0
4212,21,8.5,9.5,9.4,0.0,3.1,0.8,18,0,45,18,45,66100,17,0,46,23,200,5,295,44,0,1,8.5,2.8,0.2,0.5263157894736842,0.48780487804878053,0.37383177570093457,0.02962962962962963,0.08527131782945736,0.0035714285714285713
4213,16,7.0,5.7,5.6,0.0,2.3,0.8,16,1,40,1,219,185100,14,0,13,29,261,3,295,56,0,1,3.6,1.6,0.1,0.001000010000100001,0.0463821892393321,0.013386880856760375,0.0,0.0,0.0
4214,27,4.3,4.5,4.4,0.0,2.0,1.6,19,0,24,15,55,164900,12,1,20,41,20,3,390,52,1,0,2.9,1.1,0.3,0.001000010000100001,0.1890359168241966,0.06872852233676975,0.0056657223796034,0.0,0.0
4215,18,1.5,3.3,3.2,0.0,1.5,1.6,13,1,8,29,190,144800,20,1,27,8,80,4,390,48,0,1,2.1,0.6,0.5,0.001000010000100001,0.03399048266485384,0.001000010000100001,0.0,0.0,0.0
4216,13,13.2,7.5,7.4,0.0,0.5,1.6,20,0,3,12,64,64700,17,1,46,13,141,5,390,60,0,0,6.8,0.1,0.4,0.029248318221702253,0.07993605115907275,0.04150812867519889,0.037037037037037035,0.015503875968992248,0.004761904761904762
4217,17,1.3,4.8,4.7,0.0,0.5,0.8,14,0,13,26,103,4800,18,1,6,6,142,3,295,76,0,0,2.5,0.1,0.1,0.029248318221702253,0.07993605115907275,0.04150812867519889,0.037037037037037035,0.015503875968992248,0.004761904761904762
4218,21,2.6,2.1,2.0,0.4,0.0,1.6,19,1,24,40,141,144000,18,0,17,44,143,3,390,26,0,1,0.4,0.0,0.3,0.03056234718826406,0.029895366218236172,0.001000010000100001,0.0,0.0,0.0
4219,11,12.9,9.0,8.9,0.0,1.7,0.8,12,1,8,9,277,123800,16,1,24,11,202,4,295,88,1,0,1.8,0.0,0.5,0.25380710659898476,0.14662756598240467,0.001000010000100001,0.0,0.0,0.0
4220,23,10.2,7.8,7.7,0.0,1.8,1.6,15,0,43,23,112,103600,13,1,32,23,262,4,390,84,1,1,1.8,1.6,0.1,0.001000010000100001,0.04363001745200698,0.001000010000100001,0.0,0.0,0.0
4221,27,11.5,5.2,5.1,2.2,0.0,0.8,20,0,3,37,151,43800,14,0,43,16,263,5,390,34,1,1,3.8,0.0,0.4,0.09208103130755065,0.20491803278688525,0.07561436672967864,0.019830028328611898,0.03636363636363636,0.007142857142857143
4222,18,8.7,4.0,3.9,0.0,1.2,0.8,13,1,38,6,286,23600,11,1,50,28,22,5,295,30,0,0,2.7,0.8,0.5,0.001000010000100001,0.0794912559618442,0.017743604909064025,0.03333333333333333,0.22695035460992907,0.02857142857142857
4223,29,6.0,2.8,2.7,0.0,0.9,1.6,16,0,22,20,122,3400,19,0,6,40,82,3,390,27,1,1,1.9,0.5,0.2,0.001000010000100001,0.08643042350907519,0.02861230329041488,0.0056657223796034,0.048484848484848485,0.0035714285714285713
4224,24,4.5,7.0,6.9,0.0,2.9,1.6,14,1,17,3,296,122400,17,1,24,45,143,4,390,39,1,1,3.1,1.1,0.1,0.001000010000100001,0.0547945205479452,0.001000010000100001,0.0,0.0,0.0
4225,15,1.7,5.8,5.7,0.0,2.6,0.8,17,0,2,17,131,102200,14,0,32,13,202,5,295,35,0,0,2.7,0.6,0.3,0.001000010000100001,0.06863417982155114,0.030627871362940276,0.0,0.0,0.0
4226,26,12.1,4.6,4.5,0.0,0.0,1.6,11,0,37,31,267,82100,12,0,39,25,262,3,390,31,1,1,0.1,0.0,0.5,0.07867820613690008,0.04205214465937763,0.001000010000100001,0.0,0.0,0.0
4227,17,9.4,3.4,3.3,0.0,0.1,0.8,14,1,21,44,103,61900,19,1,46,37,21,4,295,28,0,0,0.1,0.0,0.1,0.05743825387708214,0.018281535648994516,0.001000010000100001,0.0,0.0,0.0
4228,19,3.9,9.1,9.0,0.0,1.0,1.6,11,1,41,27,74,21600,14,1,9,17,140,5,295,86,1,1,8.9,0.6,0.5,0.2557544757033248,0.33444816053511706,0.11684518013631938,0.0962962962962963,0.015503875968992248,0.0035714285714285713
4229,23,5.1,6.4,6.3,0.0,1.0,0.8,15,1,0,41,112,160700,15,1,20,9,141,5,390,36,1,1,3.9,0.6,0.2,0.07407407407407407,0.08665511265164645,0.0173235166738848,0.0084985835694051,0.012121212121212121,0.0
4230,11,7.6,9.2,9.1,0.0,2.3,0.8,13,0,21,24,189,41000,15,1,43,40,143,3,295,67,0,1,6.9,1.2,0.2,0.05047955577990914,0.14749262536873156,0.06837606837606837,0.03333333333333333,0.015503875968992248,0.0035714285714285713
4231,26,12.7,4.0,3.9,0.0,0.9,0.8,11,0,20,24,83,120400,20,1,35,34,261,4,295,28,1,1,2.4,0.2,0.1,0.013250298131707963,0.11135857461024498,0.06272869837950863,0.003703703703703704,0.006060606060606061,0.0
4232,26,6.2,5.3,5.2,2.1,0.0,0.8,11,1,16,7,63,159900,13,0,10,45,204,4,295,79,1,0,2.7,0.0,0.1,0.0385951370127364,0.18248175182481752,0.06012024048096192,0.011111111111111112,0.0,0.0
4233,20,11.3,8.3,8.2,0.0,2.6,0.8,19,0,15,7,257,40400,18,0,2,39,21,5,295,40,1,1,2.9,0.3,0.5,0.27322404371584696,0.18726591760299627,0.11090573012939,0.1,0.05228758169934641,0.007142857142857143
4234,11,8.5,7.1,7.0,0.0,2.5,0.8,12,0,50,21,93,20200,15,1,9,6,81,3,390,37,0,0,2.6,2.4,0.1,0.001000010000100001,0.0563063063063063,0.001000010000100001,0.0,0.0,0.0
4235,15,9.8,4.4,4.3,0.0,1.7,1.6,17,1,9,35,131,159300,16,0,20,44,82,3,295,52,0,0,3.3,1.6,0.4,0.03531073446327684,0.11312217194570136,0.001000010000100001,0.007407407407407408,0.007751937984496124,0.004761904761904762
4236,23,12.3,7.1,7.0,0.0,3.4,1.6,15,1,30,18,208,39600,16,1,43,29,84,4,390,84,1,0,6.0,2.9,0.3,0.001000010000100001,0.13245033112582782,0.013916270439522207,0.0113314447592068,0.0196078431372549,0.023809523809523808
4237,14,9.5,5.9,5.8,0.0,0.1,0.8,19,0,14,32,44,19400,14,0,50,42,143,4,295,80,0,1,4.1,0.0,0.5,0.38759689922480617,0.6211180124223602,0.19512195121951217,0.05185185185185185,0.007751937984496124,0.0
4238,16,4.1,3.5,3.4,0.0,0.3,0.8,15,1,34,15,15,178100,19,1,13,21,263,3,295,73,0,0,2.4,0.1,0.3,0.01910949742021785,0.0681198910081744,0.021119324181626188,0.0028328611898017,0.0,0.0
4239,28,1.3,2.3,2.2,0.0,0.3,0.8,19,0,19,29,150,157900,16,0,20,33,22,4,390,69,0,1,1.6,0.0,0.5,0.01910949742021785,0.0681198910081744,0.021119324181626188,0.0028328611898017,0.0,0.0
4240,19,11.7,9.2,9.1,0.0,1.6,1.6,12,1,3,43,286,137800,14,1,27,1,82,4,295,65,1,0,6.4,0.2,0.2,0.05757052389176741,0.0792393026941363,0.018298261665141813,0.018518518518518517,0.0196078431372549,0.009523809523809525
4241,10,2.4,9.3,9.2,2.5,0.0,0.8,15,0,34,40,101,157100,15,1,10,24,85,5,295,47,0,0,4.6,0.0,0.4,0.06527415143603132,0.1706484641638225,0.001000010000100001,0.0028328611898017,0.0,0.0
4242,21,12.7,8.1,8.0,0.0,2.8,1.6,18,1,18,9,237,137000,13,1,17,36,144,3,390,43,1,0,4.4,2.4,0.5,0.06527415143603132,0.1706484641638225,0.001000010000100001,0.0028328611898017,0.0,0.0
4243,10,3.2,7.2,7.1,0.0,2.9,0.8,14,1,12,37,5,136400,15,1,27,35,22,5,390,82,0,1,5.8,1.3,0.3,0.1869158878504673,0.2469135802469136,0.02727272727272727,0.0,0.0,0.0
4244,22,13.6,6.0,5.9,0.0,2.7,1.6,17,1,47,6,141,116200,13,1,35,3,82,3,295,78,1,0,4.9,0.8,0.5,0.1869158878504673,0.2469135802469136,0.02727272727272727,0.0,0.0,0.0
4245,23,7.0,7.2,7.1,1.5,0.0,1.6,17,0,43,34,120,155700,16,1,10,14,25,3,295,63,1,1,3.6,0.0,0.5,1.0638297872340425,0.24096385542168672,0.10318142734307824,0.4777777777777778,0.1437908496732026,0.1392857142857143
4246,17,12.1,2.1,2.0,0.0,0.0,1.6,15,0,42,34,15,36200,20,1,2,8,142,4,295,90,1,0,0.4,0.0,0.4,0.14184397163120568,0.47846889952153115,0.6153846153846154,0.037037037037037035,0.013071895424836602,0.014285714285714285
